ID;OBJECTID;PARENTOBJID;CHANGEID;REGIONCODE;AREACODE;CITYCODE;PLACECODE;PLANCODE;STREETCODE;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTIVE;PATH
227597608;158424663;580950;498717152;36;27;0;11;0;1;0;0;2025-09-30;2023-03-28;2079-06-06;0;563094.581129.581542.580950.158424663
30468294;87116761;566055;129104742;36;;;;;;0;0;2025-10-01;2019-11-20;2079-06-06;0;563094.568928.569035.566055.87116761
30471242;87080327;568923;129057864;36;;;;;;0;0;2025-10-01;2019-11-20;2079-06-06;0;563094.568928.569035.568923.87080327
30502317;77507140;568213;115252706;36;;;;;;0;0;2025-09-30;2016-11-25;2079-06-06;0;563094.568928.569377.568213.77507140
30526380;66847797;572570;99691931;36;;;;;;0;0;2025-10-01;2015-01-01;2079-06-06;0;563094.568928.569457.572570.66847797
30571507;36809351;566336;55870964;36;;;;;;0;0;2025-09-30;2017-12-12;2079-06-06;0;563094.568928.569979.566336.36809351
30602693;5141494;571694;9403967;36;;;;;;0;0;2025-09-30;2016-11-24;2079-06-06;0;563094.568928.570163.571694.5141494
30618031;93928032;569110;136853390;36;;;;;;0;0;2025-10-01;2019-11-20;2079-06-06;0;563094.568928.570349.569110.93928032
30620293;1909513;569621;4717982;36;;;;;;0;0;2025-09-29;2019-11-20;2079-06-06;0;563094.568928.570349.569621.1909513
30622920;23198754;570323;36083980;36;;;;;;0;0;2025-10-01;2019-11-20;2079-06-06;0;563094.568928.570349.570323.23198754
30624252;34836990;570922;53003371;36;;;;;;0;0;2025-10-01;1900-01-01;2079-06-06;0;563094.568928.570349.570922.34836990
30644024;93696525;568696;136607012;36;;;;;;0;0;2025-10-01;2019-11-19;2079-06-06;0;563094.568928.570501.568696.93696525
30644944;88883247;568758;131271068;36;;;;;;0;0;2025-10-01;2018-05-15;2079-06-06;0;563094.568928.570501.568758.88883247
30662951;93726406;567557;136639198;36;;;;;;0;0;2025-10-01;2019-11-19;2079-06-06;0;563094.568928.570612.567557.93726406
30666397;63800201;568735;95196474;36;;;;;;0;0;2025-10-01;2011-12-05;2079-06-06;0;563094.568928.570612.568735.63800201
30668668;94105154;568735;137042434;36;;;;;;0;0;2025-10-01;2019-11-21;2079-06-06;0;563094.568928.570612.568735.94105154
30750989;6023357;568069;10707884;36;;;;;;0;0;2025-09-30;2016-11-24;2079-06-06;0;563094.568928.571095.568069.6023357
30751007;90614370;568069;133231465;36;;;;;;0;0;2025-09-30;2019-03-11;2079-06-06;0;563094.568928.571095.568069.90614370
30751015;90656113;568069;133279176;36;;;;;;0;0;2025-09-30;2019-03-11;2079-06-06;0;563094.568928.571095.568069.90656113
32062827;93536948;629860;136437821;36;;;;;;0;0;2025-09-29;2019-06-25;2079-06-06;0;563094.570421.565051.629860.93536948
32102766;62384640;570743;93139207;36;;;;;;0;0;2025-09-29;2011-12-20;2079-06-06;0;563094.570421.565842.570743.62384640
32102886;62396299;570743;93155486;36;;;;;;0;0;2025-09-30;2011-12-20;2079-06-06;0;563094.570421.565842.570743.62396299
32103082;62483511;570743;93280069;36;;;;;;0;0;2025-09-30;2011-12-20;2079-06-06;0;563094.570421.565842.570743.62483511
32596506;37568582;566896;56997305;36;;;;;;0;0;2025-09-30;2011-12-14;2079-06-06;0;563094.570421.570587.566896.37568582
32693294;93662209;571126;136570379;36;;;;;;0;0;2025-09-29;2019-03-21;2079-06-06;0;563094.570421.629597.571126.93662209
35486565;2548548;574333;5648164;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2548548
35486672;2548883;574333;5648650;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2548883
35486900;2549303;574333;5649220;36;;;;;;0;0;2025-09-29;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2549303
35487147;2550366;574333;5650630;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2550366
35487389;2552351;574333;5653362;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2552351
35487656;2550469;574333;5650779;36;;;;;;0;0;2025-09-29;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2550469
35488128;2553885;574333;5655559;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2553885
35488184;2553540;574333;5655060;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2553540
35488324;2553259;574333;5654626;36;;;;;;0;0;2025-10-01;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2553259
35488987;2555607;574333;5657939;36;;;;;;0;0;2025-09-29;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2555607
35489894;2558794;574333;5662446;36;;;;;;0;0;2025-09-29;2018-11-09;2079-06-06;0;563094.572673.563136.574333.2558794
