ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
47888;84603594;b40219ba-8735-4fbb-924e-bdbf811f9f3a;125612915;5;10;74174721;2025-09-29;1900-01-01;2025-09-29;0;0
254338;84808681;1d943951-fa8d-4727-8dcd-027d4403dffa;125946030;47;10;74186523;2025-09-30;2018-09-21;2025-09-30;0;0
266138;84820423;1611f01f-8089-48d1-94e7-c7e3e1b93557;125963714;4;10;74200733;2025-10-01;2018-11-02;2025-10-01;0;0
453278;85006442;b0790f36-ff0b-46b4-a4ea-3d7e1fc230fd;126241964;333;10;74199359;2025-10-01;2018-10-22;2025-10-01;0;0
548609;85101253;cb862846-5271-4712-abbf-fd0281b68937;126379232;25з;10;74189925;2025-09-30;2006-04-03;2025-09-30;0;0
611102;85163409;94c219d7-2f5f-4289-a392-06a46baa4dde;126468332;7;10;74171757;2025-09-29;2018-09-21;2025-09-29;0;0
1041969;85592062;bf3d9e40-c52c-4af9-96bc-c917a48c50c6;127075151;10;10;74199462;2025-10-01;2018-10-05;2025-10-01;0;0
1103624;85653349;222c44fc-7718-4d3e-a2e5-19d6c0b62820;127159154;31;10;74187566;2025-09-30;2018-09-21;2025-09-30;0;0
1185533;85734900;4219503c-73df-46e3-9aad-26ea30e41e8d;127271688;2А;10;74199364;2025-10-01;2019-03-25;2025-10-01;0;0
1328484;85877123;76f0639c-f3ec-491e-848d-e30267d7e448;127469645;47;10;74172969;2025-09-29;2018-09-21;2025-09-29;0;0
1337151;85885752;4fa87331-3f47-499a-b942-2679e438c4fc;127480998;14А;10;74173792;2025-09-29;2015-09-08;2025-09-29;0;0
1708739;86255550;2d6bfa6f-eba8-430c-89e6-e621b6d53012;127978366;15;10;74199367;2025-10-01;2019-03-26;2025-10-01;0;0
1805032;86351502;50253918-08d1-4d56-8ad9-359d00f9744b;128105398;6а;10;74199372;2025-10-01;2019-03-26;2025-10-01;0;0
2056643;86602053;186e720a-1ecf-453a-8af3-712558e6082b;128435846;32;10;74186528;2025-09-30;2018-09-21;2025-09-30;0;0
2245032;86789532;aedeab7f-c70b-42e3-be0b-99b907d4cbdb;128683792;266;10;74202614;2025-10-01;2017-04-24;2025-10-01;0;0
2299307;86843559;68c46d3e-6258-4ea8-ab06-04e061978720;128753680;67;10;74172965;2025-09-29;2018-09-21;2025-09-29;0;0
2415694;86959524;44a0cc5a-d13c-4d13-861e-a831ad702cc5;128903043;49а;10;74199373;2025-10-01;2019-03-25;2025-10-01;0;0
2477917;87021531;a818890e-84bb-416d-928c-810e1699839e;128982583;14/4;10;74202556;2025-10-01;2019-03-26;2025-10-01;0;0
2520750;87064167;840f929b-95b1-487c-b8ea-10d609e16373;129037060;34;10;74172960;2025-09-29;2018-09-21;2025-09-29;0;0
2538410;87081776;5b327d39-858e-48a8-94de-25df8ffe75ac;129059753;17/1;10;74200862;2025-10-01;2019-11-20;2025-10-01;0;0
2573552;87116761;26bed37d-0680-4b44-a2d8-b900d8eca674;129104742;6;10;74200844;2025-10-01;2019-11-20;2025-10-01;0;0
2681274;87224152;a57aaab0-4565-44f6-bafe-219ff18443d4;129245247;12;10;74199588;2025-10-01;2018-10-10;2025-10-01;0;0
3193006;87734049;b8d8fbc6-4251-4704-a761-3a59855c41da;129887006;12;10;74205499;2025-10-01;2019-01-23;2025-10-01;0;0
3370451;87910842;ea15f301-13b7-4b81-a1be-3841638a3db7;130106075;17;10;74187630;2025-09-30;2018-09-21;2025-09-30;0;0
3592159;88131888;2b0bdbf7-2abf-457d-9238-dfe2a0840f5b;130374955;2;10;74174723;2025-09-29;1900-01-01;2025-09-29;0;0
3685001;88224475;cc3eceb4-15bc-4318-a6aa-59517824fc6e;130486638;38;10;74200775;2025-10-01;2018-11-02;2025-10-01;0;0
3731523;88270846;873083e0-c665-4063-9606-5f079019e25e;130542878;5;10;74200734;2025-10-01;2018-11-02;2025-10-01;0;0
3753240;88292488;5b3911f1-53f9-4d51-9c7a-a45c910639aa;130568665;12;10;74203327;2025-10-01;2019-01-23;2025-10-01;0;0
3826866;88365874;4deec43a-353d-45f4-ab2c-f67d088ae8b5;130657910;32М;10;74173798;2025-09-29;2015-09-13;2025-09-29;0;0
3990348;88528916;da84b84e-c573-4f02-956b-465e0c27e453;130853313;32а;10;74187631;2025-09-30;2018-09-21;2025-09-30;0;0
4131487;88669734;e2386bbd-4a87-49e0-a08d-b0cfd796f4f9;131019837;25;10;74185756;2025-09-30;2018-09-21;2025-09-30;0;0
4236601;88774492;dd634890-1d48-48d3-b5fe-d02582804c07;131143343;35;10;74187571;2025-09-30;2018-09-21;2025-09-30;0;0
4337319;88875106;0555b431-9567-4a5d-adbc-15f87c2368b2;131261575;43;10;74201477;2025-10-01;2019-06-24;2025-10-01;0;0
4362064;88899790;203dc748-f934-447b-907f-d1d7612aaec3;131290143;21Б;10;74192641;2025-09-30;2016-12-06;2025-09-30;0;0
4476653;89014141;e3c6c979-2d2a-4bd9-a3e6-efaa7f5fe777;131422909;79;10;74172971;2025-09-29;2018-09-21;2025-09-29;0;0
4525658;89063065;006495a1-fcd0-4a78-9355-b0aa07843a44;131478657;2;10;74199463;2025-10-01;2019-04-22;2025-10-01;0;0
4641504;89178647;008b864e-e3f0-4df4-b310-ad273ecef180;131611984;21;10;74199587;2025-10-01;2019-04-03;2025-10-01;0;0
4713459;89250454;46b6413b-88f7-4e6c-aad4-6d518eee265b;131694632;7;10;74188805;2025-09-30;2018-09-21;2025-09-30;0;0
4730066;89267093;0b2b04c1-31eb-4c8e-9946-7d32e759159d;131713830;64;10;74199376;2025-10-01;2019-04-15;2025-10-01;0;0
4740494;89277439;3ae52521-f1a9-463c-aabd-2f2667a8c45b;131725634;85;10;74199378;2025-10-01;2019-04-15;2025-10-01;0;0
4748255;89285187;022caedb-e49a-45cb-9fda-834155d73da7;131734386;102;10;74199380;2025-10-01;2019-04-15;2025-10-01;0;0
4754626;89291549;6638df98-eb5f-41f1-9d7f-efc8951f58b4;131741600;113;10;74199381;2025-10-01;2019-04-15;2025-10-01;0;0
4817101;89353903;e9fa9883-88c5-4ff4-9bb0-a64c4a199649;131811943;71;10;74172966;2025-09-29;2018-09-21;2025-09-29;0;0
4864302;89400972;b5f70be4-2b46-4376-8ce7-cb2bddec4ff3;131865320;9;10;74201508;2025-10-01;2019-04-23;2025-10-01;0;0
4968340;89504855;4109daa6-0b23-40c4-8b82-08ef5c614d49;131982592;44;10;74166283;2025-09-29;2019-03-21;2025-09-29;0;0
4989425;89525925;5ed9aeb3-1222-4aa7-834d-d4020f2c4b49;132006225;17;10;74201513;2025-10-01;2019-05-06;2025-10-01;0;0
5018583;89555013;394eca0d-1576-42b9-8561-8e20037d4133;132038700;21;10;74172956;2025-09-29;2019-03-29;2025-09-29;0;0
5130130;89666432;ff206b25-5117-4df6-b7fa-e86a9a2ae8cf;132165268;29;10;74198229;2025-10-01;2019-05-06;2025-10-01;0;0
5169578;89705807;296a74a6-255a-4f7e-a3c9-a930964f0b81;132210091;3;10;74192661;2025-09-30;2019-05-06;2025-09-30;0;0
5193935;89730129;68545426-d3ed-445d-98c5-953215a0ef00;132237494;38;10;74201660;2025-10-01;2019-06-04;2025-10-01;0;0
5203674;89739860;501c4e8a-6775-4f9f-b3e9-051c527a8eac;132248449;1а;10;74189959;2025-09-30;2019-06-17;2025-09-30;0;0
5211727;89747944;63d12521-1839-4d32-8d38-7db9f3f53248;132257507;24;10;74200815;2025-10-01;2019-06-04;2025-10-01;0;0
5249735;89785805;78d50fbe-75f3-4ada-8928-9096dc5d6382;132300096;53;10;74193279;2025-09-30;2019-04-23;2025-09-30;0;0
5345524;89881485;72b2b43a-6daf-4ef6-986d-a6af9c4db9f4;132409471;58;10;74171759;2025-09-29;2018-09-21;2025-09-29;0;0
5459389;89994939;0586c0d7-f1bd-46ce-ad43-d9f390eb85cd;132536195;33;10;74201520;2025-10-01;2019-04-23;2025-10-01;0;0
5494363;90030129;96e37f56-af53-4b53-9df6-095b571c7cd2;132576413;78;10;74174632;2025-09-29;2019-05-28;2025-09-29;0;0
5597109;90132765;f364c4dd-4cb8-40aa-bdfc-7ffddd93f7b8;132690087;1;10;74206468;2025-10-01;2019-06-29;2025-10-01;0;0
5705375;90240906;d34bcd2a-3ae8-46e9-b799-4255f764b9b7;132812259;60;10;74172968;2025-09-29;2018-09-21;2025-09-29;0;0
5813246;90348687;51e6b150-9590-4f18-8e98-bffcb9d27719;132933748;22в;10;74193112;2025-09-30;2019-04-04;2025-09-30;0;0
5957708;90492998;5bc19a90-dd1c-4277-a2c1-d11321661271;133095662;41;10;74204337;2025-10-01;2019-06-07;2025-10-01;0;0
5961580;90496866;4a14b3de-be14-49c5-8d91-459d26f864a4;133100016;35;10;74204339;2025-10-01;2019-06-07;2025-10-01;0;0
6010270;90545498;08803116-24f1-4a2e-973c-40e66ec11a56;133154376;45;10;74172935;2025-09-29;2019-07-31;2025-09-29;0;0
6013467;90548692;f3ff1de6-2132-4887-9753-1ae46c15d2ef;133157901;37;10;74172937;2025-09-29;2019-07-31;2025-09-29;0;0
6121030;90656113;bec81432-f8a1-4a03-971c-98b84893987a;133279176;3/3;10;74192649;2025-09-30;2019-03-11;2025-09-30;0;0
6311060;90845945;4f23e985-a70a-45b8-8e41-828ca91ba65d;133491265;2;10;74193270;2025-09-30;2019-04-23;2025-09-30;0;0
6339241;90874027;b6986aa5-0e61-43c2-9f07-d2e61f1b36aa;133523044;9;10;74193273;2025-09-30;2019-04-23;2025-09-30;0;0
6347968;90882805;b4e100dc-7224-4fde-8942-f4461ebde430;133532912;33;10;74183567;2025-09-30;2019-09-03;2025-09-30;0;0
6450684;90985446;548a286b-af11-40d9-8e79-e8e17b8742d1;133652156;19;10;74183578;2025-09-30;2019-09-04;2025-09-30;0;0
6556473;91091139;96839923-e5c1-4d41-8a35-099d8d9fcc7c;133774018;3;10;74204763;2025-10-01;2019-05-16;2025-10-01;0;0
6621002;91155625;c20519ff-e83f-4d0a-9225-aea0fc0fd818;133846374;8;10;74182460;2025-09-30;2019-07-29;2025-09-30;0;0
6634128;91168772;d251abb3-cafc-4ab9-9f16-54eaa43f7db4;133860861;49;10;74167581;2025-09-29;2019-04-09;2025-09-29;0;0
6641275;91175889;b3c551ca-1a32-4bde-acbb-a19f89328d94;133868727;56;10;74165731;2025-09-29;2019-06-20;2025-09-29;0;0
6734041;91268588;b36c08e2-81ee-4b0a-b59a-d0124ec7104b;133973402;65;10;74201479;2025-10-01;2019-06-25;2025-10-01;0;0
6868385;91402862;3ff1d237-88c6-4bf7-a523-b535d45f7b2c;134123309;2;10;74206618;2025-10-01;2019-05-30;2025-10-01;0;0
6920602;91455059;a4cbec11-bab1-47a3-8208-18e98ac1e9eb;134182599;4;10;74206636;2025-10-01;2019-05-30;2025-10-01;0;0
7006654;91541058;92787f89-72f5-40e6-b9f3-c118e346583f;134276824;49А;10;74204350;2025-10-01;2019-04-30;2025-10-01;0;0
7064027;91598128;e9531de8-85a7-45e2-a17d-83273dc72cfb;134340909;97;10;74202558;2025-10-01;2019-08-05;2025-10-01;0;0
7064662;91599009;515acd6b-c043-4e09-adfb-3d122a2bc7f1;134341799;94;10;74202560;2025-10-01;2019-08-05;2025-10-01;0;0
7069752;91604095;0ce74c4f-c0df-4db3-8f32-40a146e31b41;134347565;84;10;74202569;2025-10-01;2019-08-05;2025-10-01;0;0
7095045;91629374;a11869c8-aa5b-467c-af9c-b601b4f836d5;134375858;55;10;74201480;2025-10-01;2019-06-25;2025-10-01;0;0
7118832;91653153;6b22b338-23af-4fc7-b51e-a87a1f2977ce;134402371;71;10;74201481;2025-10-01;2019-06-25;2025-10-01;0;0
7230333;91764528;11870945-1f38-4354-a91e-e3053ef4db4e;134526612;2/71;10;74173715;2025-09-29;2019-06-19;2025-09-29;0;0
7235501;91769695;1319f8ca-2c2e-4739-a3dc-598f0cd33817;134532394;2/62;10;74173717;2025-09-29;2019-06-19;2025-09-29;0;0
7238989;91773185;b120a4a2-ff4d-48eb-bcde-34eabcac1175;134536245;2/57;10;74173719;2025-09-29;2019-06-19;2025-09-29;0;0
7250346;91784531;14e08845-ff45-4a54-aaa4-33fe53cbdbe7;134548702;2/52;10;74173721;2025-09-29;2019-06-19;2025-09-29;0;0
7262961;91797136;b413309c-e3bc-4aff-9799-c6a4af442398;134562560;2/82;10;74173726;2025-09-29;2019-06-20;2025-09-29;0;0
7262827;91797002;254d7718-987c-4cdc-b69a-5ec990c55241;134562410;28;10;74204803;2025-10-01;2019-07-18;2025-10-01;0;0
