ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687777;50697319;7db09ce5-5f90-4582-9fbb-9015d75ac3c7;689798049;2;1;30;277124;0;2025-10-01;2025-10-01;2079-06-06;1;0
50687778;50697328;cdde16b8-8d08-4bfa-af2d-557c3517a673;689798050;3;1;30;277126;0;2025-10-01;2025-10-01;2079-06-06;1;0
