ID;OBJECTID;PARENTOBJID;CHANGEID;REGIONCODE;AREACODE;CITYCODE;PLACECODE;PLANCODE;STREETCODE;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTIVE;PATH
118454418;100790595;100461669;184433639;63;12;0;0;420;0;0;247031341;2025-09-29;2021-04-01;2025-09-29;0;1121548.1145166.100461669.100790595
70319300;61457575;1124639;91767968;63;;;;;;0;0;2025-10-01;1900-01-01;2079-06-06;0;1121548.1121812.1124639.61457575
70943431;35851665;35849687;54445977;63;;;;;;0;0;2025-09-29;1970-01-01;2079-06-06;0;1121548.1121900.1138508.35849687.35851665
79461258;33552177;1139683;51127527;63;;;;;;0;0;2025-09-30;1970-01-01;2079-06-06;0;1121548.1148704.1151868.1139683.33552177
233258602;163099348;163095257;592992366;63;28;0;0;704;1821;0;247041989;2025-09-29;2024-04-05;2025-09-29;0;1121548.1189734.1159857.163095257.163099348
238840608;168301152;1159857;608693990;63;28;0;0;704;0;0;247051615;2025-09-29;2024-12-04;2025-09-29;0;1121548.1189734.1159857.168301152
238840605;168301149;1159857;608693987;63;28;0;0;704;0;0;247033076;2025-09-29;2024-12-04;2025-09-29;0;1121548.1189734.1159857.168301149
238841444;168301985;1159857;608695406;63;28;0;0;704;0;0;247042298;2025-09-29;2024-12-04;2025-09-29;0;1121548.1189734.1159857.168301985
238844062;168304577;1159857;608699060;63;28;0;0;704;0;0;247053550;2025-09-29;2024-12-04;2025-09-29;0;1121548.1189734.1159857.168304577
238844064;168304579;1159857;608699062;63;28;0;0;704;0;0;247055526;2025-09-29;2024-12-04;2025-09-29;0;1121548.1189734.1159857.168304579
238876421;168336658;1159857;608746076;63;28;0;0;704;0;0;247105023;2025-10-01;2024-12-05;2025-10-01;0;1121548.1189734.1159857.168336658
238876424;168336662;1159857;608746079;63;28;0;0;704;0;0;247105100;2025-10-01;2024-12-05;2025-10-01;0;1121548.1189734.1159857.168336662
238883954;168344090;1159857;608758186;63;28;0;0;704;0;0;247105143;2025-10-01;2024-12-05;2025-10-01;0;1121548.1189734.1159857.168344090
244362215;172394479;1141086;646400344;63;16;0;12;0;25;0;0;2025-09-30;2025-05-23;2079-06-06;0;1121548.1137226.1147205.1141086.172394479
246711168;174608094;1133691;688961269;63;0;1;39;0;45;0;247052618;2025-09-29;2025-09-12;2025-09-29;0;1121548.1121608.1125825.1133691.174608094
247033012;174920282;1126826;689646601;63;0;7;0;0;1008;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1121671.1126826.174920282
247033076;168301149;174896972;689646685;63;28;0;0;1478;2039;238840605;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1189734.96249953.174896972.168301149
247025864;174913182;1138996;689632274;63;16;0;1;0;100;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137226.1141051.1138996.174913182
247025865;174913183;1138996;689632275;63;16;0;1;0;100;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137226.1141051.1138996.174913183
247026029;174913346;1126187;689633159;63;0;9;3;0;7;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1121812.1123950.1126187.174913346
247026144;174913459;1128397;689633334;63;0;2;0;0;40;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1122019.1128397.174913459
247026161;174913476;1127028;689633368;63;0;2;0;0;74;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1122019.1127028.174913476
247027956;174915262;1141357;689637194;63;15;0;1;0;162;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137422.1139081.1141357.174915262
247027983;174915289;1138296;689637238;63;15;0;1;0;200;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137422.1139081.1138296.174915289
247028010;174915316;1137801;689637279;63;15;0;28;0;187;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137422.1138529.1137801.174915316
247028019;174915325;1149006;689637296;63;16;0;0;366;0;0;0;2025-09-29;2025-09-29;2079-06-06;1;1121548.1137226.1149006.174915325
