ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
1393280;1131416;e2eaeba1-0132-4ecf-8155-c67492a54b9d;3111133;СДТ Автомобилист;снт;7;50;1393213;52189863;2025-09-30;2016-09-28;2025-09-30;0;0
52189511;174940950;f1306897-a226-4371-a88d-6eba16384c43;689691922;1606001;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189841;174965597;9d6a357b-90fb-4ece-8cd3-fec8a035e729;689746576;Маланинское;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52189843;174965951;38ea82ed-d85b-4ca3-a9ae-e5f82759424b;689747817;Автодорога Водино-Центральная;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52189863;1131416;e2eaeba1-0132-4ecf-8155-c67492a54b9d;689756837;СДТ Автомобилист;тер.;7;20;1393280;;2025-09-30;2025-09-30;2079-06-06;1;1
