ID;NAME;DATE;NUMBER;TYPE;KIND;UPDATEDATE;ORGNAME;ACCDATE
27406705;О присвоении адреса объекту адресации и размещения в государственном адресном реестре сведений о присвоенном адресе;2025-09-29;108;15;2;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""АБАГИНСКИЙ НАСЛЕГ"" МУНИЦИПАЛЬНОГО РАЙОНА ""ОЛЕКМИНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27406831;О присвоении адреса объекту адресации;2025-09-29;H-28944459;15;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""МЕЛЬЖЕХСИНСКИЙ 3-Й НАСЛЕГ"" МУНИЦИПАЛЬНОГО РАЙОНА ""МЕГИНО-КАНГАЛАССКИЙ УЛУС"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27406952;О присвоении адреса объекту адресации;2025-09-29;H-28944527;15;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД АЛДАН"" МУНИЦИПАЛЬНОГО РАЙОНА ""АЛДАНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27406957;О присвоении адреса объекту адресации;2025-09-29;H-28944606;15;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД АЛДАН"" МУНИЦИПАЛЬНОГО РАЙОНА ""АЛДАНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27407014;О присвоении адреса объекту адресации;2025-09-29;H-28944837;15;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД АЛДАН"" МУНИЦИПАЛЬНОГО РАЙОНА ""АЛДАНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27407004;О присвоении адреса объекту адресации;2025-09-29;H-28944819;15;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД АЛДАН"" МУНИЦИПАЛЬНОГО РАЙОНА ""АЛДАНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27407022;"ОБ АКТУАЛИЗАЦИИ АДРЕСНЫХ СВЕДЕНИЙ В ГОСУДАРСТВЕННОМ АДРЕСНОМ РЕЕСТРЕ ";2025-09-29;T-28944856;15;4;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД ПОКРОВСК"" МУНИЦИПАЛЬНОГО РАЙОНА ""ХАНГАЛАССКИЙ УЛУС"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27407043;Об аннулировании адреса объекту адресации;2025-09-29;H-28944948;15;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД АЛДАН"" МУНИЦИПАЛЬНОГО РАЙОНА ""АЛДАНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27407273;Об актуализации адресных сведений в государственном адресном реестре;2025-09-29;T-28944727;21;4;2025-09-29;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТАТТИНСКИЙ НАСЛЕГ"" ТАТТИНСКОГО УЛУСА РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
27408305;О присвоении адреса объекту адресации, расположенному на тер. Северной в г. Мирном, и размещении в государственном адресном реестре;2025-09-29;1771;21;2;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ГОРОД МИРНЫЙ"" МУНИЦИПАЛЬНОГО РАЙОНА ""МИРНИНСКИЙ РАЙОН"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";2025-09-29
