ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687682;174958238;b7fae7e2-8c4d-466f-a8a3-848923f87e90;689730509;2;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687829;174990227;2d88b815-2015-476e-99ef-7efb7a48f594;689816781;1;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687831;174990238;bb85767a-63c6-4918-b643-490cffe11b6b;689816794;1;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
