ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
62441;12686107;c18fa3f0-bde4-48b2-be88-8d74ff883516;20438651;2;1;10;0;50687481;2025-09-29;2017-11-20;2025-09-29;0;0
168185;31106183;ad5eb1bb-fdd9-4fd4-b832-9e4496813f09;47589377;5;1;10;0;50687769;2025-10-01;2018-10-22;2025-10-01;0;0
50687482;12686200;d12f917f-4deb-4f2d-bce5-316f19c4c2ee;689624062;1;1;30;62442;0;2025-09-29;2025-09-29;2079-06-06;1;0
50687493;174913132;00366d64-06d4-4644-9b4a-959f4d065ec1;689632098;1;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
206947;37646194;bf8f0470-4bc3-4ad5-b4be-515a189ca180;57108680;8;1;10;0;50687509;2025-09-29;2018-07-03;2025-09-29;0;0
206982;37650194;90a36441-417b-4471-b777-6d47a6bfba47;57114457;3;1;10;0;50687675;2025-09-30;2018-07-03;2025-09-30;0;0
191978;35169045;880d7410-af6b-4e3f-89bb-3df29d787afa;53466851;13;1;10;0;50687759;2025-10-01;2018-06-06;2025-10-01;0;0
50687805;1967161;7907648d-b2e4-4be4-9f7f-c4ac1cff76ff;689805057;2А;2;30;1812;0;2025-10-01;2025-10-01;2079-06-06;1;0
