ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
236402;43603327;98192b07-35d5-4e5d-9ed5-07ad457aa1a3;65801858;5;1;10;0;50687761;2025-10-01;2017-05-31;2025-10-01;0;0
50687623;174940565;150bcbe7-f405-4bfd-9d44-784bc59e7e55;689691214;3;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687722;174965637;5a50f3a5-a193-42b1-9e3a-1d155263795c;689747122;2;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687724;174966602;ea928762-f361-4a42-b056-746c542fcc97;689750070;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687761;43603327;98192b07-35d5-4e5d-9ed5-07ad457aa1a3;689785549;5;1;30;236402;0;2025-10-01;2025-10-01;2079-06-06;1;0
50687763;174974621;5422fc96-0d85-4d83-b92e-63a651f25240;689785552;1;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
