ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
1820423;95248526;abc6d650-4865-43c0-9c8c-8daa1cf8fd1a;138205043;Рыбушанское;с.п.;4;0;0;52189953;2025-10-01;2011-01-01;2025-10-01;0;0
1820520;95248623;6fd8bd57-a7b3-40d2-95e6-f5fa4c119a4f;138205140;Никольское;с.п.;4;0;0;52189961;2025-10-01;2011-01-01;2025-10-01;0;0
1820641;95248744;cc04a7c9-dd84-422a-b139-3807c095fea9;138205261;Дмитриевское;с.п.;4;0;0;52189940;2025-10-01;2011-01-01;2025-10-01;0;0
1449526;1170247;9d05ba0c-e293-4956-8c67-db51ef92eaac;3217416;С.Разина;ул;8;1;1449482;52189674;2025-09-30;1900-01-01;2025-09-30;0;0
1451256;1171708;0f3aefc3-230a-473c-8e05-11494f698247;3221965;Л.Шмидта;ул;8;1;1451210;52189672;2025-09-30;1900-01-01;2025-09-30;0;0
1462352;1181629;626444e2-3bd1-4214-ad92-6150ec6895e7;3251199;М.Горького;пер;8;1;0;52189660;2025-09-30;1900-01-01;2025-09-30;0;0
52189660;1181629;626444e2-3bd1-4214-ad92-6150ec6895e7;689723197;Максима Горького;пер.;8;20;1462352;;2025-09-30;2025-09-30;2079-06-06;1;1
52189661;1180206;5efb954a-c023-4df3-b2fb-652bf0c13bd8;689723208;Максима Горького;ул.;8;20;1460799;;2025-09-30;2025-09-30;2079-06-06;1;1
52189662;1178689;781d0116-1602-4898-9653-db66fd0f90a4;689723232;Зои Космодемьянской;ул.;8;20;1459081;;2025-09-30;2025-09-30;2079-06-06;1;1
52189664;1172218;5ad5dcea-6d73-4ed9-a471-c58b8467544c;689723314;Карла Маркса;ул.;8;20;1451846;;2025-09-30;2025-09-30;2079-06-06;1;1
52189665;1172316;f608276a-9476-483b-a1be-dc367df54d28;689723326;Комбрига Шилина;ул.;8;20;1451921;;2025-09-30;2025-09-30;2079-06-06;1;1
52189672;1171708;0f3aefc3-230a-473c-8e05-11494f698247;689723415;Лейтенанта Шмидта;ул.;8;20;1451256;;2025-09-30;2025-09-30;2079-06-06;1;1
52189940;95248744;cc04a7c9-dd84-422a-b139-3807c095fea9;689793385;Дмитриевское;с.п.;4;30;1820641;0;2025-10-01;2025-10-01;2079-06-06;1;0
1820604;95248707;02486875-805d-461d-81d0-69503c2c7931;138205224;Агафоновское;с.п.;4;0;0;52189941;2025-10-01;2011-01-01;2025-10-01;0;0
1820610;95248713;6c009048-0f18-4502-b5f8-111e7b9e513c;138205230;Орошаемое;с.п.;4;0;0;52189942;2025-10-01;2011-01-01;2025-10-01;0;0
52189945;95248518;dcee83b7-467d-4d4a-be98-37f18d3e69ac;689793669;Краснооктябрьское;г.п.;4;30;1820415;0;2025-10-01;2025-10-01;2079-06-06;1;0
1820417;95248520;47af6bc8-8f26-43cb-9825-37c8cd3402cd;138205037;Александровское;с.п.;4;0;0;52189946;2025-10-01;2011-01-01;2025-10-01;0;0
1820422;95248525;0621cc27-af89-48b0-89f8-dcadf207a581;138205042;Расковское;с.п.;4;0;0;52189947;2025-10-01;2011-01-01;2025-10-01;0;0
1820419;95248522;3ad634bb-1823-44df-adaf-a332370a2536;138205039;Вольновское;с.п.;4;0;0;52189948;2025-10-01;2011-01-01;2025-10-01;0;0
1820421;95248524;db121028-1dce-460d-b5e1-6157352c7b85;138205041;Михайловское;с.п.;4;0;0;52189949;2025-10-01;2011-01-01;2025-10-01;0;0
1820416;95248519;bec2811e-dfd8-4758-bac9-9a79df53ba47;138205036;Красный Текстильщик;с.п.;4;0;0;52189951;2025-10-01;2011-01-01;2025-10-01;0;0
1820418;95248521;d1ff8e38-d254-4dc2-833b-624f2f808e3c;138205038;Багаевское;с.п.;4;0;0;52189952;2025-10-01;2011-01-01;2025-10-01;0;0
52189959;95248618;77417004-3ade-42a5-95fb-fbbd7c92906e;689793766;Борисоглебовское;с.п.;4;30;1820515;0;2025-10-01;2025-10-01;2079-06-06;1;0
52189960;95248617;a26397c6-b0e7-4e69-93cb-260b1e645001;689793802;Мунинское;с.п.;4;30;1820514;0;2025-10-01;2025-10-01;2079-06-06;1;0
52189961;95248623;6fd8bd57-a7b3-40d2-95e6-f5fa4c119a4f;689793803;Никольское;с.п.;4;30;1820520;0;2025-10-01;2025-10-01;2079-06-06;1;0
