ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687483;174910208;82733af3-c87e-4301-8281-b2a46def125b;689624768;1;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687485;174910210;6edc1dc7-8d38-4dfc-84b5-4d771a927daf;689624770;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687637;173926279;e161bd88-b41c-4251-a741-05b1c681e289;689706518;2;2;30;50681688;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687635;174946277;0585016f-9bea-4a4a-8ca1-588c60730fc2;689703613;2;2;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50681689;173926280;74f6c7f5-545e-4a50-abb2-ac5bada47ab3;656857845;1;2;10;0;50687638;2025-09-30;2025-08-11;2025-09-30;0;0
