ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687486;174912080;ea53d71d-1027-434e-8016-dd83d3061991;689629752;1;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687490;174912089;3b231040-e241-4ed1-a2aa-04fb329a6a3b;689629763;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687489;174912088;6d126d8a-b15a-4c2a-a99f-1f003d793eb1;689629762;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687494;174913172;2905e111-0538-4f03-ad46-05485cdda7db;689632234;3;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687496;174913174;40567b80-fc7c-4acc-85fb-cc0ddbb74265;689632239;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687594;174928139;57781a6c-0d99-4a8e-9cfa-29d751adc201;689663729;б;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687732;174968515;26bbca17-b5a5-4fc2-8c23-7dcd40150711;689754759;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687734;174968571;1daf4a69-1037-45c3-9b23-4333fd97e1b8;689754843;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687736;174968600;f1efe879-9546-4272-b381-f32c66d8d675;689754895;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687833;174990399;b6943235-1e71-44cb-a63a-bcc7202810ea;689817136;2;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
