ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
5721;84561662;85b33085-1a21-450b-ba0e-11dfed948220;125542472;1/2б;10;74202745;2025-10-01;2018-10-26;2025-10-01;0;0
19062;84574928;ed2c180d-3cae-4f60-abe4-a9d7dcefc289;125565765;4а;10;74202147;2025-10-01;2018-10-26;2025-10-01;0;0
388978;84942442;7a78fd91-ef5d-481c-b970-1299e47bce8f;126146056;16;10;74165720;2025-09-29;2019-02-08;2025-09-29;0;0
1164368;85713817;e7e16530-4732-48f8-8f62-754293044047;127243059;43Б;10;74178802;2025-09-29;2019-03-15;2025-09-29;0;0
12104615;97699129;c1128001-b05f-4a79-b11a-1d11b48dd7ae;154057523;2б;10;74193161;2025-09-30;2020-07-29;2025-09-30;0;0
2197745;86742439;7558470f-d0a8-4720-bdcb-3491729b4ae9;128621686;11;10;74172972;2025-09-29;2018-10-24;2025-09-29;0;0
2473540;87017139;b9ed2e69-264b-49e1-a53f-cac865c6a8c3;128976914;4а;10;74202742;2025-10-01;2018-10-26;2025-10-01;0;0
2795634;87338109;f9cdf938-59e4-4967-a360-4c12d083d6d9;129391698;5;10;74200983;2025-10-01;2019-02-07;2025-10-01;0;0
3234328;87775223;b6149dde-e401-4a3d-a769-6c5de51bb0f6;129937847;35/3;10;74165369;2025-09-29;2018-09-18;2025-09-29;0;0
13999964;100951104;2eadd8d2-60c9-43b3-a5d6-fac41b4b66f4;191548202;64т;10;74198282;2025-10-01;2021-04-14;2025-10-01;0;0
4247668;88785574;74911974-690f-4022-b1fe-5294d18fe3e6;131156489;8;10;74178582;2025-09-29;2019-02-12;2025-09-29;0;0
14824896;102779596;aafb2ec8-14e5-4043-9ef4-a5296ae69bb2;222826259;71п;10;74192289;2025-09-30;2021-10-26;2025-09-30;0;0
4539522;89076890;489f9eef-a6e3-4241-a2c5-d77711b003bd;131494467;40/2;10;74178615;2025-09-29;2019-03-15;2025-09-29;0;0
5027980;89564398;bb2651b6-5f1b-4baa-8734-f2e25809c1c6;132049179;13/2а;10;74202755;2025-10-01;2018-10-26;2025-10-01;0;0
5494202;90029966;67b783b1-46c3-4c64-917b-62f84e366b44;132576236;322;10;74168479;2025-09-29;2019-04-05;2025-09-29;0;0
5826084;90361497;feea35c9-9e91-457c-a5b9-1d91ec14ec2e;132948023;372;10;74168481;2025-09-29;2019-04-05;2025-09-29;0;0
5849918;90385305;36ee4013-9d8b-42bb-9d0e-b7f499a3666c;132974680;124;10;74168484;2025-09-29;2019-04-05;2025-09-29;0;0
6027620;90562886;a71d01c1-7b6c-4f42-b3bf-46c38ea1bd74;133173538;12;10;74202758;2025-10-01;2019-02-28;2025-10-01;0;0
6268765;90803682;641b9559-0118-4163-949c-34011912f949;133443736;35;10;74168486;2025-09-29;2019-04-05;2025-09-29;0;0
6819406;91353944;7a37c06f-8497-48a7-8cc5-652027d4b958;134069018;16/2а;10;74202738;2025-10-01;2018-10-26;2025-10-01;0;0
6833373;91367874;aeceaf73-81f5-429b-89a1-0aa4438e0036;134084455;17/2а;10;74202749;2025-10-01;2018-10-26;2025-10-01;0;0
6831911;91366412;004e758f-c23f-46ad-a10c-2f80bc7ac66b;134082849;12;10;74165374;2025-09-29;2019-09-12;2025-09-29;0;0
7150910;91685104;b8c3a34a-9523-4d44-bcc9-265a99788388;134437993;15;10;74183399;2025-09-30;2019-04-24;2025-09-30;0;0
7220001;91754201;cc65346f-a08b-47c7-9ba2-b911627b2973;134515171;15;10;74174961;2025-09-29;2019-06-27;2025-09-29;0;0
8203664;92737320;96d55be6-dc08-4ec8-b4e3-6c96b67cf31d;135574459;143;10;74168487;2025-09-29;2019-04-05;2025-09-29;0;0
8511008;93044558;3005aa24-47df-4bff-b4c5-2dc4663a5829;135901570;17/1;10;74185983;2025-09-30;2019-07-16;2025-09-30;0;0
8572914;93106419;ca505b05-1705-4593-b16f-3296dfef6327;135968193;118;10;74201196;2025-10-01;2019-10-12;2025-10-01;0;0
9108723;93642039;774e368d-b27a-4d77-bce9-a6e70473bbf1;136549258;55;10;74165375;2025-09-29;2019-09-16;2025-09-29;0;0
9596225;94129441;ab33bbe6-e4cb-4e54-b524-07c7f4b0dad9;137067271;528;10;74168490;2025-09-29;2019-04-06;2025-09-29;0;0
