CHANGEID;OBJECTID;ADROBJECTID;OPERTYPEID;NDOCID;CHANGEDATE
689638955;174916427;e8c93c95-e4bc-48a4-9d28-1c85ff10d114;10;27409195;2025-09-29
689639154;174916599;d4e7a99f-e237-4113-8dc5-79b6b39ca61d;10;27409220;2025-09-29
689639119;174916564;fe1d1dd9-ec30-4e8c-a03a-d1518718dc80;10;27409219;2025-09-29
689639122;174916567;59f7dd46-aa78-4957-9b54-0a581f1c3435;10;27409219;2025-09-29
689639124;174916569;521524fd-a479-4364-be1e-593e4a660aba;10;27409219;2025-09-29
689639126;174916571;2fc046d2-c23c-465c-8657-afa9a4c6657b;10;27409219;2025-09-29
689639128;174916573;e13d48d1-6cdc-4080-8d32-46324549dd01;10;27409219;2025-09-29
689639130;174916575;83099628-4c5f-4cd3-8a2d-8b8ef7808948;10;27409219;2025-09-29
689639132;174916577;1be0b604-90c0-4980-8ec0-3a676586bf0f;10;27409219;2025-09-29
689639134;174916579;ba001882-ddbf-4661-a32b-66d41a4e636e;10;27409219;2025-09-29
689639136;174916581;0f943784-6c48-43f9-961e-af87354f65e4;10;27409219;2025-09-29
689639138;174916583;ac381e59-789c-4de7-9a95-858052e69077;10;27409219;2025-09-29
689639140;174916585;41f5ce74-40c3-40fb-9bff-d15a6697be81;10;27409219;2025-09-29
689639142;174916587;610ced77-c260-43b9-b7ec-bd338eaa6eff;10;27409219;2025-09-29
689639144;174916589;bbd1fdc9-9845-49dc-9972-55da12722350;10;27409219;2025-09-29
689639146;174916591;995c293b-50f6-45e2-94b0-859a759235ae;10;27409219;2025-09-29
689639150;174916595;7ff85f41-427c-4df8-9e45-573a838065c7;10;27409219;2025-09-29
689639148;174916593;c394afa8-7d43-4432-a50b-0e07070448d3;10;27409219;2025-09-29
689639152;174916597;5c8651fa-b251-48cf-8a74-a51216fab1e8;10;27409219;2025-09-29
689639164;174916609;2eaf008c-e34b-41ab-a08b-ce29891043f6;10;27409224;2025-09-29
689629782;86164096;624e244a-cd7b-414f-a226-1000248becde;20;27407242;2025-09-29
689629785;174912110;5eaa4256-287a-4e1b-b3ec-f7f115c6e5c5;10;27407244;2025-09-29
689629786;174912111;ad4d9d2c-3c55-4c76-aaf3-731f7814c246;10;27407245;2025-09-29
689629801;174912126;bdc75b1f-ca93-4e52-a3f0-800fcaf984ca;10;27407250;2025-09-29
689629800;174912125;3309f199-97a6-46ea-9698-713fac47bb14;10;27407249;2025-09-29
689629812;174912137;3cdaea8e-2340-4c8f-9976-174a8daf206c;10;27407252;2025-09-29
689629806;174912131;29ea3440-d65b-4933-8771-204e1f72556d;10;27407251;2025-09-29
689629808;174912133;74a937c1-89e8-409f-a666-8029145517d8;10;27407251;2025-09-29
689629813;174912138;e7223a2c-bc3d-45f3-a29f-3c986e686f4d;10;27407252;2025-09-29
689631003;174912626;23e241b1-38f2-40eb-aa90-3465a789a3b8;10;27407252;2025-09-29
689634171;174913799;7e7eebc7-cc55-44e2-9ed7-a76176b0a0af;10;27408168;2025-09-29
689634168;174913798;8184e082-fca1-413e-9a64-67a093767173;10;27408167;2025-09-29
689634183;174913805;19c251e0-2f7d-4381-ab28-ca2576cfe0e6;10;27408175;2025-09-29
689634186;174913808;5c1aebe1-87e6-4bd7-9072-8c4d70e74389;10;27408176;2025-09-29
689636320;174914804;79f37b42-8abc-47a6-8448-5aacdf067e99;10;27408573;2025-09-29
689636395;174914877;1fb8512d-3180-438b-9d0e-f4869bb45549;61;27408574;2025-09-29
689636393;174914876;cf2e99a3-83c8-49e7-a711-be88e257f89d;10;27408573;2025-09-29
689636616;174914988;05023651-1346-4507-aa3b-7045e884c169;10;27408615;2025-09-29
689637029;174915212;3cc42360-7bd5-48b3-81eb-9178d87ff367;10;27408722;2025-09-29
689637031;174915214;7496e31e-82bd-4da9-a94a-1b07e7a28594;10;27408722;2025-09-29
689637033;174915216;cad891b3-dd03-4be6-be43-f32cdbaf3607;10;27408722;2025-09-29
689637035;174915218;78317b8a-8d1e-457a-910a-32d4e77f9bf5;10;27408722;2025-09-29
689638039;46338632;3cd5953d-47d0-4752-aff8-7c9d487a8fb2;55;27409031;2025-09-29
689638041;46338984;9eec217e-53c8-422c-9805-433648093f27;55;27409031;2025-09-29
689638043;46339124;834171f5-a88a-459b-a644-95148e17907c;55;27409031;2025-09-29
689638045;46335971;4ed242c2-9eb7-4cce-b406-f47d7d4c45af;55;27409031;2025-09-29
689638196;174915864;3076064e-35b7-42f1-aad1-f94423c7c22b;10;27409078;2025-09-29
689638200;174915867;cf2b1a20-e229-4b65-8570-a224582810cf;10;27409081;2025-09-29
689638199;60422768;6c3fa4bb-5a41-4eaf-b1b3-b104073bcb09;20;27409080;2025-09-29
689638202;60402350;23ce863c-b5f7-4b5f-a157-92af6b38ff9b;20;27409081;2025-09-29
689638206;60438621;1d1a85d1-a4f9-4521-9436-1a627cab18b4;20;27409084;2025-09-29
689638212;60403787;1b1444c5-0e8a-4c02-a280-01e02e93db8b;20;27409087;2025-09-29
689638226;60426997;ba191564-96a5-4174-8044-a9d824f3a859;20;27409096;2025-09-29
689638207;174915871;0d4cf33d-9704-42fe-8bc6-6109de46861e;10;27409085;2025-09-29
689638213;174915876;ac2497ac-24be-4dd7-a49f-edc484c297f3;10;27409090;2025-09-29
689638223;174915880;1ba349b1-0553-4ad9-80da-ac6c1cf16a2d;10;27409096;2025-09-29
689638239;174915885;b9e06722-c034-4e00-8bdb-22e171a357e6;10;27409102;2025-09-29
689638428;174916008;2fda7a02-e9d9-4f4d-a8d4-56bf143c16ab;10;27409128;2025-09-29
689638549;174916120;b3ec5613-45c7-4de5-ad41-44fb3de02b81;10;27409139;2025-09-29
689638687;165804051;54d3ca3c-5c22-438b-9316-9feabfa059e9;20;27409171;2025-09-29
689638804;174916314;5455d5b3-bb45-4391-bf5c-4e8e027ee618;10;27409184;2025-09-29
689638809;87890008;ff504be9-7ebf-4c96-ba85-d248d8183ee2;20;27409188;2025-09-29
689640263;174917112;16db6b03-d27e-4fe5-8127-b6e215cf5fd5;10;27406415;2025-09-29
689640637;174917302;30bf6eff-9004-4f1e-a921-e67ecf1319fc;10;27409486;2025-09-29
689642599;60413702;1ebfdd50-0dcd-4675-973e-909ff84e6aa2;20;27409102;2025-09-29
689642582;174917839;c307fc06-da20-4fcc-b8d7-d34f2fb76f19;10;27409630;2025-09-29
689642610;174917847;c97a5e89-1b21-4ca6-a306-e7fb0fac7979;10;27409651;2025-09-29
689642697;174917867;bf654964-efbb-48bc-b263-23daec62552a;10;27409672;2025-09-29
689642700;60403331;3c4c5de4-af48-429a-9b1e-761d4387c757;20;27409672;2025-09-29
689642828;174917933;24b710bb-555c-434f-b29b-f361630df288;10;27409698;2025-09-29
689642836;66635977;fce22b30-3935-4e8e-8717-f8f23e2a728f;50;27403030;2025-09-29
689643931;174918558;62ca9953-bf3d-4746-a694-4b026391a5e0;10;27409871;2025-09-29
689643928;23078407;c9b5e433-c89a-4979-81ce-80c001a61ac9;42;27401937;2025-09-29
689644076;174918631;f0205c98-1c35-47b9-863c-86deb051e85a;10;27409959;2025-09-29
689644091;4542800;cf53dae7-3399-4438-a12a-a9e2a1a77c2e;20;27409968;2025-09-29
689644090;174918639;239be771-ae2e-4887-98a6-b763c7dd2221;10;27409959;2025-09-29
689644119;174918665;6dea0c64-81ed-4a2f-bd41-14865164cad0;10;27409959;2025-09-29
