ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52189348;174918564;a795caf7-20e8-4ffb-8aad-a46bed8ceb5d;689643939;Загородного центра Дружба;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189484;174938065;5f477e72-53e3-4f8e-b059-819149d9085a;689686133;Заречный;пер.;8;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
