ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
610315;503809;e142c9c0-fc53-4b70-9893-580a86024756;1303659;Новый;п;6;1;0;52189894;2025-09-30;1900-01-01;2025-09-30;0;0
52189890;501140;803eedb7-bca4-477b-9577-dd5ac4b98415;689759112;Гусевский-3;п;6;30;606951;0;2025-09-30;2025-09-30;2079-06-06;1;0
52189891;501341;7e9e8822-9934-4496-818c-c830859a806e;689759120;Гусевский-4;п;6;30;607199;0;2025-09-30;2025-09-30;2079-06-06;1;0
52189892;501982;c9c215d3-b360-404c-8003-074443940951;689759132;Гусевский-8;п;6;30;607971;0;2025-09-30;2025-09-30;2079-06-06;1;0
52189894;503809;e142c9c0-fc53-4b70-9893-580a86024756;689759246;Новый;п;6;30;610315;0;2025-09-30;2025-09-30;2079-06-06;1;0
