ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
498378;85051320;d1c22d46-1a99-4e81-a1fc-d3500eed3d98;126308640;11а;10;74163689;2025-09-29;2017-09-21;2025-09-29;0;0
67062231;160486208;7d5a16d6-7231-42a2-8abd-fc954db83316;547055155;15/б;10;74164164;2025-09-29;2023-09-27;2025-09-29;0;0
71625691;170266910;846a73b1-827b-468a-a56a-15bcff7cd4bf;639544792;32;10;74181697;2025-09-30;2025-02-14;2025-09-30;0;0
74162557;174909240;f9c52e7b-61e5-4ff5-a82e-24a806b0be20;689623379;19;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162559;174909242;005e91fb-6811-4690-a1f2-8de4f15f521e;689623381;16;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162561;174909244;65be3a98-be89-4af2-9102-2c062c615027;689623383;14;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162563;174909246;c017899e-eba1-411f-9e3e-db2d9ffc0da4;689623385;11;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162565;174909248;d9fce480-8b98-43da-8171-6298ace2a280;689623387;9;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162567;174909250;4b75d71c-d285-4a7e-8941-cabb6e557631;689623389;7;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162569;174909252;27505e0a-6c8a-4675-8158-9c52e0b87125;689623391;5;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162571;174909254;5c6f5553-c8a3-4658-b950-a080ea691151;689623393;1;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162573;174909256;47b2c623-65b8-43c0-b412-e9ef3cf52c57;689623395;26А/2;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162575;174909258;acd27f88-4a0d-434c-9a3a-1cd5a63fbcc1;689623397;2;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162577;174909260;6cb63e0f-a81f-42d4-bad4-e2ce0f1fe875;689623399;32;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162579;174909262;3f862e71-70ef-4983-9b18-f87811dd7c93;689623401;4;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162581;174909264;0e17b863-66a7-43c5-a2f6-93ef3b70a673;689623403;25;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162583;174909266;9b6e2e8e-6c0e-4f8c-9fcd-bd415bbd266d;689623405;23;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162585;174909268;af45f39a-49a1-43fd-a85b-dd1e2cb28751;689623407;21;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162587;174909270;48dd5a09-8cfa-4e5d-b703-8a590cbdb8f2;689623409;21;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162589;174909275;f964679e-96fc-4977-8cd9-931daee0e169;689623424;23;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162591;174909277;7907c297-3c6a-4fb6-b685-7a0b85c416d1;689623426;14;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162593;174909279;e9849a87-b259-4ee7-8caf-b5634a28e81f;689623428;11;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162595;174909281;6a78e5af-a9cb-4577-894c-0ffafde86596;689623430;12А;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162597;174909283;ab2b2b5c-330d-4110-bbf9-96217174f2df;689623432;2а;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162599;174909285;d7e32113-15a3-46a0-893f-aca3725f5f3e;689623434;5А;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162601;174909287;6afc0e8f-f55f-4aee-866b-23656065fd7e;689623436;2;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162603;174909289;c0f45605-14a5-4446-8120-e2829827944d;689623438;1;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74162605;174909291;c6cd2744-3c53-4f0d-8223-2839f8b4b85b;689623440;13;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
