ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687571;174918505;a8246d6f-8885-463e-9250-85d75ba27fa6;689643758;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687641;174950000;ed12a0c6-4a8b-43f8-8a92-019506997799;689710128;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687709;174961970;6f8c1b22-3f1a-4bd1-ab3e-54d2dea1fa24;689739252;2;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687758;174973180;c7aa3fed-0710-42b7-be63-32d730222832;689783328;2;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687812;174985040;4820b2e6-c496-4269-b505-c101527dd67e;689807419;1;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
232171;42765525;04fd3780-4d77-4195-97a2-5d3f88b3b30b;64577558;4;1;10;0;50687815;2025-10-01;2019-02-08;2025-10-01;0;0
50687827;174990192;c2e75c96-035e-4523-9b9a-3535a64fd71a;689816734;3;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687808;174984986;5b21e854-1d32-45bd-8ad9-efd4db4946aa;689807200;3;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687810;174985025;d341fe2f-7295-49b2-82c6-44cf3898729c;689807346;3;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
162078;30164300;c59e2b74-394b-4e7c-9319-cef1f4c84d89;46213094;1;1;10;0;50687813;2025-10-01;2019-02-19;2025-10-01;0;0
