ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687582;174919961;d6021bad-76bb-429d-a0d2-f082eca24ece;689646059;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687850;174992439;8912b880-5184-4850-8948-ecee4a4ce337;689821798;2;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
