ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
369575;65477926;1e2639a0-2d8d-4caa-84e9-c5e49d46f4c8;97670447;3;1;10;0;50687643;2025-09-30;2018-07-11;2025-09-30;0;0
50687610;174932384;24a95d4c-52c3-4c51-ab0c-63f8defc4727;689673155;100;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687612;174932423;27570554-0137-4b7f-b5b3-fa7dac64dc62;689673205;102;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
50687643;65477926;1e2639a0-2d8d-4caa-84e9-c5e49d46f4c8;689717940;3;1;30;369575;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687687;174958842;5726e4f7-db56-47a7-acbe-6914f929ef31;689732824;114;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687689;174958886;fbf9a5bb-3e87-4489-8cac-1e286ad2e815;689732897;117;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687728;174967896;8872aeb8-c2da-48ef-a430-aa4c727a2e54;689752960;1;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687749;174970246;86fe8d76-4ebf-4761-91e5-24542cc7aee5;689758113;5;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687751;174970255;3a54488a-53aa-4ed6-8ebe-4fadced3a5cd;689758236;2;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687746;174970203;382c85b2-cae5-4950-afa0-6d51b4c1728c;689757988;5;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687748;174970217;20038e31-5490-41c5-99ac-788c213b59bd;689758020;2;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
50687803;174982696;7cb4dbe7-3dc6-416b-a7bb-d1f2926b8693;689801810;133;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687797;174982665;1135b340-a93a-4c7a-84a4-91dfae59a9b3;689801766;129;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
50687814;174985110;eeb255b6-3ddb-42c0-a0b8-639f56a5e883;689807529;7;1;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
