ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
335282;84889105;3714e38f-c0dd-4bbb-8f45-baecc16d2eac;126066992;11;10;74167027;2025-09-29;2017-02-28;2025-09-29;0;0
418747;84972068;fb86f583-c988-45e4-bb9b-82f22a4275f0;126190302;3;10;74166292;2025-09-29;2017-02-07;2025-09-29;0;0
561690;85114291;4b3d8cf3-5403-42a5-9960-fd5bfdf87172;126397644;13;10;74172328;2025-09-29;2017-02-08;2025-09-29;0;0
1049369;85599431;942057d4-b298-4629-b029-13f31f6a0323;127084901;6а;10;74195645;2025-09-30;2017-01-16;2025-09-30;0;0
1267441;85816410;7cc8a914-9f73-40b3-81d3-0c5d8f768c62;127385340;1;10;74166290;2025-09-29;2017-02-07;2025-09-29;0;0
1283895;85832773;189b1fc0-d067-4a70-a34b-35701cbc1c42;127407397;17;10;74167029;2025-09-29;2017-02-28;2025-09-29;0;0
1565546;86113097;1e0c5905-0b32-4fe4-b9c8-ac282d762faf;127787675;2;10;74201381;2025-10-01;2017-02-25;2025-10-01;0;0
1692134;86239029;569c1e2a-05b5-4403-ad54-c70de94053df;127956690;11;10;74166294;2025-09-29;2017-02-07;2025-09-29;0;0
13339203;99901760;8d39f901-0c5d-479d-b336-362585e1ff46;167596312;30;10;74173504;2025-09-29;2021-01-12;2025-09-29;0;0
3084062;87625458;a6776b4a-0eaa-4ab6-9362-5e3b85ef3766;129752221;15;10;74166284;2025-09-29;2017-03-12;2025-09-29;0;0
3450686;87990839;f2520958-0348-41dd-b307-859816f5c0c4;130203121;47;10;74166298;2025-09-29;2017-02-26;2025-09-29;0;0
14090948;101127180;99ebd9a8-0a72-40f4-9717-418d36ac4107;192708926;13;10;74195482;2025-09-30;2021-04-30;2025-09-30;0;0
14091287;101127589;d9530d31-e0b1-4b28-804e-f7698f3bbe6a;192709524;17;10;74195384;2025-09-30;2021-04-30;2025-09-30;0;0
14091398;101127721;065b2152-3b0f-4405-a7f5-711b86da8b7e;192709726;26;10;74195748;2025-09-30;2021-04-30;2025-09-30;0;0
14092283;101129801;c80fd391-0f3d-49e3-b3bb-fec32b6b716e;192714368;13;10;74195799;2025-09-30;2021-04-30;2025-09-30;0;0
3877307;88416196;d04bf50c-36fd-4276-847d-a0cbafc50fbf;130718360;35;10;74196197;2025-09-30;2017-03-08;2025-09-30;0;0
3995287;88533849;baa49597-9997-4971-b7c7-49b1135b2701;130859162;9;10;74201371;2025-10-01;2017-03-07;2025-10-01;0;0
4082217;88620575;7c74857b-0bd1-4e64-b7b7-03d78fbee480;130961473;28;10;74166336;2025-09-29;2017-02-26;2025-09-29;0;0
4109959;88648274;02068168-af44-4964-956b-00415617608a;130994348;7;10;74173062;2025-09-29;2017-02-05;2025-09-29;0;0
4198768;88736816;e1c2e83e-30c3-467a-8fdc-7755c3484112;131098722;61;10;74173063;2025-09-29;2017-02-05;2025-09-29;0;0
4633737;89170901;787e6edd-cd63-47b0-87d3-632db33457b6;131603053;58;10;74166377;2025-09-29;2017-02-25;2025-09-29;0;0
5392220;89928079;1dcfa0c6-bc06-4dc7-a091-bc6502abb3de;132461200;7;10;74173106;2025-09-29;2017-02-08;2025-09-29;0;0
5685572;90221203;40b8cc13-9cb2-4430-a11c-9d2ff56c551e;132789401;117;10;74173420;2025-09-29;2019-12-13;2025-09-29;0;0
6124476;90659541;273a9d9a-dd70-4e74-b39c-7c5403dacede;133283082;64;10;74196176;2025-09-30;2017-03-09;2025-09-30;0;0
7354645;91888760;7a8170de-06f6-4f7c-ba86-8b67b3901fee;134662028;15;10;74167033;2025-09-29;2017-02-28;2025-09-29;0;0
8593505;93127002;7a1070b9-f92b-4f2f-8dac-1e95828ee9dc;135990229;85;10;74173523;2025-09-29;2019-11-16;2025-09-29;0;0
9306143;93839411;2ecdd325-4dcb-40a6-b699-ba50c0594ec0;136759218;11;10;74166368;2025-09-29;2017-02-25;2025-09-29;0;0
74166284;87625458;a6776b4a-0eaa-4ab6-9362-5e3b85ef3766;689636212;8;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166285;87622880;59589673-87ce-4a41-ae86-60a6fdd5dd75;689636214;11;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166293;90452296;f14eaa4c-898b-4686-a04d-38ae425672a2;689636400;24;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166295;174914879;b278e9bc-049a-4b93-b7c2-9a978327513c;689636407;2;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166292;84972068;fb86f583-c988-45e4-bb9b-82f22a4275f0;689636399;20;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166298;87990839;f2520958-0348-41dd-b307-859816f5c0c4;689636467;34;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166299;88614676;cf5b7fc8-c9e4-4bff-9e75-95c95ea8b722;689636471;35;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166300;88615116;7c67be32-1bd2-4395-87f0-32c27c9c682d;689636473;37;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166318;88615974;33d73d98-c450-4742-bcdb-5268ea1be2e2;689636491;43;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166319;88616781;d1bcb043-1bf3-451b-8d20-d269772799d0;689636494;55;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166320;88616959;a177d63d-3dc0-4776-ad7e-d98cb0db7fbb;689636495;30а;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166321;88617368;0595e236-e121-4858-a1c5-5b0198b5581f;689636500;32а;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166322;88618665;6e3cca8d-e218-4140-9d29-ff83b50b259d;689636501;34а;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166337;174914957;9e973a65-fc31-45a3-b68f-86fb5a56a9a2;689636518;7;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166339;174914959;0956838f-78bc-40c8-8a35-a4b62a7ec950;689636520;79;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166341;174914961;54f25e25-24b1-4c66-816c-f6b5a16c1f25;689636522;13;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166343;174914963;05daba9f-92f2-48ff-b1a7-f46728525472;689636524;1;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166345;174914965;223e548f-2995-4075-84d7-9074f0524e84;689636526;57;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166347;174914967;04a36d14-5226-44c7-994b-8fe8adafaf94;689636528;99;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166349;174914969;e702141d-96e3-408d-a0b0-2b60209deb74;689636530;105;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166351;174914971;174554a3-f0f9-4fb5-9bc5-e8c233acb093;689636532;114;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166353;174914973;ad9d85a5-9e8f-4232-9424-545b48fcef28;689636534;39;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166355;174914975;6d9aff29-131e-4660-b8ee-be9d94217286;689636536;35;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166357;174914977;033dee06-d785-45be-a7df-c0c08bd9a338;689636538;9;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166361;87724466;e57d6a24-e6f5-4da1-8606-76df90778b10;689636564;14;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166364;88221562;41f3bbbf-1377-4dd6-8e00-2d284fa3585a;689636577;32;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166365;88225315;b7abf878-90ab-4187-999c-5cb1e14ffefb;689636580;36;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166366;88230021;50f7a55a-0fdf-4500-9124-e17909acbc12;689636582;41;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166367;93837766;90efb3d9-26cc-4ab4-9749-21c9aa14b2ad;689636584;43;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166372;88646931;aa381ab9-6594-4272-aee1-ac4333d3b6b0;689636598;15;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166373;85593706;eaa50e90-d255-4613-9e9f-5031b5c369ac;689636602;19;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166377;89170901;787e6edd-cd63-47b0-87d3-632db33457b6;689636610;30;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166362;87727643;0a417ef8-9fa3-47ff-aeb9-d4c9944a2525;689636565;22;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166363;88221339;7b0bb81d-6921-4ec4-a0fa-6d46dfcf0fd6;689636576;23;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166369;93841728;ea913295-762c-4451-8bd0-e856919eaa70;689636589;49;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166370;93842380;0c5d9883-d776-41d7-8e3e-a082ebc7a1a3;689636591;53;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166371;93842499;9ca7531c-6b43-4737-9796-87d004cdd8ff;689636593;55;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166374;85595068;12c4f836-1e59-475d-adad-599eeb11d50a;689636603;29;20;;2025-09-29;2025-09-29;2079-06-06;1;1
74166851;174916155;33dc4d7c-2b87-4ab9-b3f7-3557fb68383d;689638591;60;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166852;174916156;1ed145c5-24ee-4e89-8f69-d9795b07ff25;689638592;56;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166854;174916158;5272fa9c-7804-4174-8f21-883257443e67;689638594;53;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166856;174916160;b934d5c3-d497-4208-8ac5-ac5ba18d531d;689638596;47;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166858;174916162;7b261052-e80a-43d9-8cd7-ec6a79ebae5e;689638598;40;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166860;174916164;fab52d21-e32a-45a8-9bd6-7911f0bbdbe3;689638600;37;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166862;174916166;9b94cf64-8149-48fd-afea-cef787cd9a87;689638602;17;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166864;174916168;14e6ef49-f52b-4253-bb56-106c0a83c90e;689638604;12;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166882;174916310;c517c922-16b1-4960-9e5e-ded028ca77a5;689638799;12Б;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166886;174916318;f69f44a3-8258-48d1-a637-7e8f97d7a8bf;689638844;34;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167028;85791786;78a4b70f-7892-4209-b7fa-cb7917c90117;689639294;13;30;0;2025-09-29;2025-09-29;2079-06-06;1;0
74167030;86083002;c53fa593-3cbb-4f42-a35c-73b7d10e3aaa;689639296;5;30;0;2025-09-29;2025-09-29;2079-06-06;1;0
74167031;91285221;061cb4ca-439b-446e-b625-de6ae5e4ae40;689639297;19;30;0;2025-09-29;2025-09-29;2079-06-06;1;0
7350697;91884811;3532512c-b597-47d7-bd00-fedf5d9db842;134657715;1;10;74167032;2025-09-29;2017-02-28;2025-09-29;0;0
74167034;91889357;5c42bcbb-0817-4ef1-98ae-769e2c7d81a7;689639300;7;30;0;2025-09-29;2025-09-29;2079-06-06;1;0
74167035;93671530;96b31543-56c8-4c5f-a9ea-818d0fa8545c;689639301;3;30;0;2025-09-29;2025-09-29;2079-06-06;1;0
74167771;174918119;8d88845c-10e4-494b-b4b5-42e6ce8f769e;689643059;6;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167717;174918063;cb52c816-1ba0-443b-bde2-5c2850aed27e;689642996;19;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167720;174918068;4e7ebd48-3428-48c6-be91-2569e8f197dd;689643003;13;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167722;174918070;d6fa4059-f922-4c06-baa9-a12dda2ed5a3;689643005;17;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167724;174918072;00c5bac5-475d-4385-a8f7-7abd64591dc7;689643007;23;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167726;174918074;9bd8f03d-e82f-44bf-914d-aab746ba4052;689643009;25;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167728;174918076;695d9eed-5853-4f31-a4da-5e95e8a658b5;689643011;31;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167730;174918078;dccf80de-77f6-4d97-ac9c-45f401658fd2;689643013;39;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167732;174918080;3c081036-759f-4ca2-96f9-c8fe085ad2fa;689643015;47А;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167734;174918082;805204b7-0ea6-4f17-b4ff-a19555022d84;689643017;49;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167736;174918084;9a328684-1706-4f1c-9b3f-a05909139fa6;689643019;53;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167738;174918086;f8ba2785-ef53-4c1a-8315-7bff1739bdef;689643021;2;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167740;174918088;f4281d35-4f08-449d-a642-c9bc96a1311e;689643023;65;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167742;174918090;5a93cbc9-f062-4021-9e7c-d4f2ea9eb323;689643025;73;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167744;174918092;65c2453e-a6d5-447a-8a58-fa737bbe2949;689643027;77;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167746;174918094;f3185332-7dc0-47be-974a-01d992a12afb;689643029;79;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167748;174918096;f40e1c44-fc8a-415e-8aa9-df68616721ba;689643031;12А;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167750;174918098;7b98faae-6e1a-4f0c-8858-afca095e4782;689643033;11;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167752;174918100;a6d683f5-173e-43d1-87bd-33e741c7b390;689643035;7;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167754;174918102;30b75df0-3284-47b1-b43d-8f6c32d0e6ba;689643037;6А;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167756;174918104;717650a0-41ed-47f9-b2e3-e61961ee9c3f;689643039;1;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167950;174918334;9207c689-5df9-4917-bcdb-0170d9a4d1e4;689643451;30;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167919;174918303;7fa53deb-c463-4142-9242-18423aa264b6;689643415;25;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167953;174918337;5cd1e895-6c13-45bf-927f-7b5138ea86b1;689643454;40;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74167955;174918339;feedb5eb-d4c6-4c31-b673-540e1995e590;689643456;45;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
