ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52189601;174950365;9b1eb2ef-6943-40c3-a6a1-d6427a883151;689710822;Луговая;ул.;8;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52189638;174954301;c3a7dd2d-d8c9-4d4e-a826-ac1f6ad5aa20;689721103;Аптекарский;пр-д;8;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
