ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52043395;158439451;8e77c5a8-493f-4311-98db-c5c2be7e86fc;498773247;Советская;ул.;8;10;0;52190196;2025-10-01;2023-03-29;2025-10-01;0;0
52046702;158614398;c909f74b-8350-4895-be1a-4e48a63ddb40;499316101;Лиманская;ул.;8;10;0;52190172;2025-10-01;2023-04-17;2025-10-01;0;0
52049630;158825311;ffe7fb8c-978e-42b4-9ead-2f837d59e616;501683579;Украинская;ул.;8;10;0;52190215;2025-10-01;2023-05-11;2025-10-01;0;0
52052513;159004839;3cf5c00d-af9e-4f8a-8c9c-d951138c8650;504290249;Дружбы;ул.;8;10;0;52190191;2025-10-01;2023-05-30;2025-10-01;0;0
52066905;159814258;ce21b1cd-640d-4de4-8842-4186a283c92e;508514520;Октябрьская;ул.;8;10;0;52190173;2025-10-01;2023-08-28;2025-10-01;0;0
52082230;161307687;9dbe856c-0ead-4052-924b-8f4532558b8c;572859637;Кирова;ул.;8;10;0;52190219;2025-10-01;2023-11-14;2025-10-01;0;0
52189479;174936753;1d7707ff-eb89-4e19-942f-6b7fa01aed6b;689681905;Прудовая;ул.;8;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52190172;158614398;c909f74b-8350-4895-be1a-4e48a63ddb40;689820243;Лиманская;ул.;8;40;52046702;;2025-10-01;2025-10-01;2079-06-06;1;1
52190174;158250735;81ae4223-ba38-4b4f-80ce-d9daa48dfa1a;689820262;Трудовая;ул.;8;40;52040314;;2025-10-01;2025-10-01;2079-06-06;1;1
52190176;155742052;fbebd173-9552-445e-9bd9-06ea49ac5d3e;689820290;Центральная;ул.;8;40;52014088;;2025-10-01;2025-10-01;2079-06-06;1;1
52190178;158614423;e62dbcbb-27eb-459c-ab10-a8d980794a91;689820341;Чапаева;ул.;8;40;52046714;;2025-10-01;2025-10-01;2079-06-06;1;1
52190180;155684654;33a62281-4820-494b-94ed-18c10de81383;689820352;Дружбы;ул.;8;40;51968024;;2025-10-01;2025-10-01;2079-06-06;1;1
52190182;155666735;de793f3e-3b33-4dac-97a3-6aea78386cca;689820409;Первомайская;ул.;8;40;51967743;;2025-10-01;2025-10-01;2079-06-06;1;1
52190184;156840778;4f2a7c92-03a1-44c4-a8f0-10ec0075042c;689820411;Зубенко;ул.;8;40;52009956;;2025-10-01;2025-10-01;2079-06-06;1;1
52190186;156754029;de1c5e73-4252-45ae-822d-9e162e8677d0;689820749;Мира;ул.;8;40;52007258;;2025-10-01;2025-10-01;2079-06-06;1;1
52190187;155738977;3ad7edb6-409f-4c8e-bcc3-294be2ac49cd;689820750;Кирова;ул.;8;42;51968400;52190186;2025-10-01;2025-10-01;2079-06-06;1;0
52036170;158032242;4a58d16f-093b-4396-bcb4-a98f860ef9fe;495116782;50-летия СССР;ул.;8;10;0;52190189;2025-10-01;2023-02-09;2025-10-01;0;0
52190190;157755956;0939be18-17ec-425c-9414-538d4f1c9be5;689821329;Октябрьская;ул.;8;40;52046688;;2025-10-01;2025-10-01;2079-06-06;1;1
52190191;159004839;3cf5c00d-af9e-4f8a-8c9c-d951138c8650;689821331;Дружбы;ул.;8;42;52052513;52190190;2025-10-01;2025-10-01;2079-06-06;1;0
52025846;157624409;3614c9ff-574e-4bd5-9bb2-bb2a7302e1fb;489446199;Калинина;ул.;8;10;0;52190194;2025-10-01;2022-12-23;2025-10-01;0;0
52190195;156913754;baa85dc2-ef78-4b3d-bdf3-2358b6ef5e75;689821538;Победы;ул.;8;40;52046704;;2025-10-01;2025-10-01;2079-06-06;1;1
52190196;158439451;8e77c5a8-493f-4311-98db-c5c2be7e86fc;689821539;Советская;ул.;8;42;52043395;52190195;2025-10-01;2025-10-01;2079-06-06;1;0
52082149;161306352;b189f419-613b-4e01-b391-9b25dde2b69f;572849853;Луначарского;ул.;8;10;0;52190198;2025-10-01;2023-11-14;2025-10-01;0;0
52190209;158614414;19caa328-16ad-494e-8b76-7a2e4be880f0;689821919;Садовая;ул.;8;40;52046712;;2025-10-01;2025-10-01;2079-06-06;1;1
52035932;158020872;a6e76f26-e905-4326-9f1f-e50fc3b937f8;495080685;Карла Маркса;ул.;8;10;0;52190210;2025-10-01;2023-02-08;2025-10-01;0;0
52190218;155639854;d18d8496-0d4c-4f26-8e29-4bccad5d93f0;689822177;Мира;ул.;8;40;51965512;;2025-10-01;2025-10-01;2079-06-06;1;1
52190225;156882253;13cb3891-b555-4a95-9a2d-ef7fa62d3770;689822339;Школьная;ул.;8;40;52011369;;2025-10-01;2025-10-01;2079-06-06;1;1
52190226;157978645;da5c8ae3-33a5-460f-9a6c-e220c0933a56;689822340;Советская;ул.;8;42;52034964;52190225;2025-10-01;2025-10-01;2079-06-06;1;0
52190201;157812357;fbcbf000-993c-4a06-a090-99175aeb5ba2;689821601;Фрунзе;ул.;8;42;52030901;52190200;2025-10-01;2025-10-01;2079-06-06;1;0
52190203;156815071;ded647a5-2807-4c8a-9f0c-e0aeb70b748a;689821659;Свердлова;ул.;8;42;52009400;52190202;2025-10-01;2025-10-01;2079-06-06;1;0
52046709;157046355;deb584ca-06fc-44e6-8122-7ff24c2f3a8d;499316117;Ленина;ул.;8;20;52014836;52190205;2025-10-01;2023-04-17;2025-10-01;0;0
52190207;157717078;4bf12b89-5882-40c7-a956-e7c2e2028832;689821826;Заречная;ул.;8;40;52028078;;2025-10-01;2025-10-01;2079-06-06;1;1
52190208;158590803;bb930cf6-aab9-4a15-adc3-55cd989c74d0;689821828;Чапаева;ул.;8;42;52046141;52190207;2025-10-01;2025-10-01;2079-06-06;1;0
52046284;158601142;bd77a7d9-2d0e-4af5-b875-fea359fa5002;499254024;Ленина;ул.;8;10;0;52190212;2025-10-01;2023-04-14;2025-10-01;0;0
52190214;155637429;3e4c9f10-4521-46fa-9ce5-45db2b088131;689822109;Советская;ул.;8;40;52046662;;2025-10-01;2025-10-01;2079-06-06;1;1
52190216;155642231;9c03ba9b-8f53-4211-aa59-038c9c0c503b;689822155;Речная;ул.;8;40;51966088;;2025-10-01;2025-10-01;2079-06-06;1;1
52190217;157750814;bafffa51-2ef8-42fb-91b7-f1f95e89d2c5;689822156;Жовтнева;ул.;8;42;52029199;52190216;2025-10-01;2025-10-01;2079-06-06;1;0
52031513;157840253;feda6ac8-4c2a-4c46-9a0d-3634a93fa3ad;493872697;Кирова;ул.;8;10;0;52190222;2025-10-01;2023-01-20;2025-10-01;0;0
52190223;156973153;61b3949e-41e6-4020-be04-9811ed3c83f3;689822290;Центральная;ул.;8;40;52013806;;2025-10-01;2025-10-01;2079-06-06;1;1
