ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52007258;156754029;de1c5e73-4252-45ae-822d-9e162e8677d0;456335954;Мира;ул.;8;10;0;52190186;2025-10-01;2022-10-20;2025-10-01;0;0
52009400;156815071;ded647a5-2807-4c8a-9f0c-e0aeb70b748a;460979303;Свердлова;ул.;8;10;0;52190203;2025-10-01;2022-10-31;2025-10-01;0;0
52009956;156840778;4f2a7c92-03a1-44c4-a8f0-10ec0075042c;461035985;Зубенко;ул.;8;10;0;52190184;2025-10-01;2022-11-01;2025-10-01;0;0
52034224;157945857;3081a17f-bd2b-47fd-9559-58d191bacf67;494463557;Советская;ул.;8;10;0;52190175;2025-10-01;2023-01-31;2025-10-01;0;0
52029325;157755772;bf21b870-999f-40c2-a0d1-5a44ce113f41;492736570;Садовая;ул.;8;10;0;52190202;2025-10-01;2023-01-13;2025-10-01;0;0
52034677;157970749;cf5a1b24-e71b-4e12-af1e-d4ddbea3e238;494585475;Ленина;ул.;8;10;0;52190177;2025-10-01;2023-02-02;2025-10-01;0;0
52013806;156973153;61b3949e-41e6-4020-be04-9811ed3c83f3;461871768;Центральная;ул.;8;10;0;52190223;2025-10-01;2022-11-09;2025-10-01;0;0
52030853;157811129;8210b6f9-9124-4b56-90ba-620b55ae4056;493647966;Зеленая;ул.;8;10;0;52190200;2025-10-01;2023-01-18;2025-10-01;0;0
52023534;157467333;79aa672a-5437-4fba-bfd4-31cfa6801ebe;489075017;Молодежная;ул.;8;10;0;52190188;2025-10-01;2022-12-13;2025-10-01;0;0
52026090;157636263;30fdc7c5-f41b-4b8c-8dca-6cb750c5d3df;489498954;Дзержинского;ул.;8;10;0;52190181;2025-10-01;2022-12-26;2025-10-01;0;0
51966088;155642231;9c03ba9b-8f53-4211-aa59-038c9c0c503b;442393899;Речная;ул.;8;10;0;52190216;2025-10-01;2022-09-30;2025-10-01;0;0
51966822;155647384;fa30f6ef-7458-4846-8ce7-2e8bef97e560;442399052;Луговая;ул.;8;10;0;52190197;2025-10-01;2022-09-30;2025-10-01;0;0
51968024;155684654;33a62281-4820-494b-94ed-18c10de81383;442436322;Дружбы;ул.;8;10;0;52190180;2025-10-01;2022-09-30;2025-10-01;0;0
