ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
605777;500121;6a14602a-0763-493a-a431-debed246d4e0;1290111;Марицкий хутор;с;6;1;0;52189821;2025-09-30;1900-01-01;2025-09-30;0;0
52189474;498894;87497cfd-78c3-466c-87fc-ef1bdb6dd7eb;689675665;Садовая;ул.;8;50;604421;;2025-09-29;2025-09-29;2079-06-06;1;1
52189676;174956439;e09a6e30-c024-402c-ab9d-67e2bcf73f0b;689725699;Мираторг - Дружба;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
