ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52189753;174960298;31d083cb-be9a-4892-977e-44c3c9b9af35;689735487;Беговая;ул.;8;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
783757;644557;a46d8d41-6f43-435a-a249-2dca17c3548e;1702670;Вислинский Товарищество;тер. ДНТ;7;10;0;52189813;2025-09-30;2016-09-16;2025-09-30;0;0
775737;638132;9748bfa8-dd2b-4e43-aec0-9c945423debb;1684453;Океан;тер. СНТ;7;10;0;52189815;2025-09-30;2016-09-16;2025-09-30;0;0
52189822;174963367;67560c62-2f5d-4fb2-a6b9-7f3fe428cf1c;689742384;Лазурная;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52190102;174987351;9b430061-5364-45d7-9229-48a1248405ff;689811576;Прохладная;ул.;8;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
52190104;174987426;311636d1-af7b-4966-9fd6-c8584697e59b;689811659;Крымская;ул.;8;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
