ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
33252;7594224;3865df3f-9e89-4375-84f1-6f82fe5eb102;12990740;1;1;10;0;50687570;2025-09-29;1900-01-01;2025-09-29;0;0
494109;100711214;d93be319-249c-4fea-acb8-b7b94e7923ae;183387877;1;1;10;0;50687510;2025-09-29;2021-03-25;2025-09-29;0;0
50687570;7594224;3865df3f-9e89-4375-84f1-6f82fe5eb102;689643742;1;1;30;33252;0;2025-09-29;2025-09-29;2079-06-06;1;0
28577;6854269;65e2eff1-cfcf-4030-801d-e6a953cab126;11911808;2;1;10;0;50687615;2025-09-29;1900-01-01;2025-09-29;0;0
28582;6854535;8ab3961c-231f-4461-998d-153ad7684c50;11912163;3;1;10;0;50687616;2025-09-29;1900-01-01;2025-09-29;0;0
28585;6854568;e4c5e4c3-44f2-46fa-bcf2-8112f207205f;11912216;1;1;10;0;50687617;2025-09-29;1900-01-01;2025-09-29;0;0
451122;80898976;c6f1b2b8-efca-476a-ba8a-f3055102827d;120230712;1;1;10;0;50687693;2025-09-30;1900-01-01;2025-09-30;0;0
50687694;80898774;4652f248-655c-4979-8e2a-9c16338279c1;689734753;3;1;30;451120;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687695;80898779;a7aa2732-c13f-4316-8f00-ec562e6ce157;689734754;2;1;30;451121;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687696;80897856;0770cfd0-98e5-49bf-93bc-e0563be3e15a;689734775;1;1;30;451115;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687697;102666111;531746ad-a05b-4381-8d37-25fc08cc3ee7;689734776;3;1;30;524246;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687698;102666112;fc597156-6b2b-47ce-bfb2-1cf1b9fc1199;689734777;2;1;30;524247;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687699;80923327;17d9814f-6b3d-4746-aed0-a1404d5fa57b;689734934;1;1;30;451201;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687700;102767281;0eea8d3f-bb56-4114-ab44-4d38d16353cf;689734935;10;1;30;529313;0;2025-09-30;2025-09-30;2079-06-06;1;0
50687712;66092297;e1bda0e2-336a-4bf6-b3c6-db2269e923c9;689739963;3;1;30;372900;0;2025-09-30;2025-09-30;2079-06-06;1;0
