ID;OBJECTID;OBJECTGUID;CHANGEID;HOUSENUM;ADDNUM1;HOUSETYPE;ADDTYPE1;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
69642518;96604731;fe71f989-3c5c-49b9-8e29-d4c56ac8bec1;149272028;67;2;1;2;10;0;129166499;2025-09-29;2020-05-06;2025-09-29;0;0
69642528;96604741;8dd7230e-514d-43ee-9c20-8984811ab7f0;149272038;86;1;1;2;10;0;129168193;2025-09-29;2020-05-06;2025-09-29;0;0
69642550;96604763;ddf358bd-518b-43fd-929e-10171f8aafb4;149272060;11;1;1;2;10;0;129167402;2025-09-29;2020-05-06;2025-09-29;0;0
69642554;96604767;83865d42-0485-47b5-a25a-ca929f5ae028;149272064;35;1;1;2;10;0;129167424;2025-09-29;2020-05-06;2025-09-29;0;0
69642564;96604777;fa989a62-80b9-4ea7-b8bd-5e6bfee037d3;149272074;11;2;1;2;10;0;129167406;2025-09-29;2020-05-06;2025-09-29;0;0
2427226;5471188;8473beaa-356e-4159-9a36-1ca8993beff8;9893104;76;1;1;2;10;0;129178801;2025-09-30;2019-02-20;2025-09-30;0;0
2430356;5476055;80cd4722-9559-4f0a-ae67-c8cb60ae410b;9900246;76;2;1;2;10;0;129178802;2025-09-30;2019-02-20;2025-09-30;0;0
69560071;96210979;ca6eb7b3-8199-4606-8b21-0951e4e6f170;143809610;8;2;1;2;10;0;129179068;2025-09-30;2020-04-02;2025-09-30;0;0
69560074;96210987;256cda07-554e-4de8-88fc-46cdb6c8b395;143809619;23;2;1;2;10;0;129179075;2025-09-30;2020-04-02;2025-09-30;0;0
69560084;96211019;05ace259-0bdb-4fb9-ba75-870813dd3ac1;143809660;10;4;1;2;10;0;129178627;2025-09-30;2020-04-02;2025-09-30;0;0
69560584;96212403;2f64fcbe-02b2-4af0-9891-b4923fe6ace5;143813681;22;1;1;2;10;0;129189110;2025-10-01;2020-04-02;2025-10-01;0;0
69560875;96213495;2b0e9649-ac72-4832-9ed6-0d541a761c02;143815010;116;1;1;2;10;0;129169446;2025-09-29;2020-04-02;2025-09-29;0;0
2605677;5755377;2ebe706d-0436-4c9d-888a-b6f304366507;10310342;12;1;1;2;10;0;129166048;2025-09-29;2018-08-06;2025-09-29;0;0
2606884;5757342;dc4cc7f7-fac8-4093-9e12-30b7fe4d18af;10313186;62;1;1;2;10;0;129166495;2025-09-29;2019-04-02;2025-09-29;0;0
2607060;5757600;ea3932de-96d4-474e-b16e-4504eb5e8bcd;10313612;86;1;1;2;10;0;129167377;2025-09-29;2019-04-02;2025-09-29;0;0
2609187;5761475;7de5cbaf-3a09-4c4f-9b82-33ff62278edc;10319077;29;1;1;2;10;0;129166470;2025-09-29;2019-06-24;2025-09-29;0;0
2611654;5765983;fccc60d4-4175-44e0-a1a0-b44408d8de04;10325563;80;1;1;2;10;0;129166512;2025-09-29;2019-06-24;2025-09-29;0;0
2612284;5767325;69df5e51-3c12-4453-950d-d8c7a1a8cc84;10327443;58;1;1;2;10;0;129166490;2025-09-29;2019-06-24;2025-09-29;0;0
2613242;5769218;903c8201-556b-46b8-bcc6-fe0797aeb38b;10330171;28;1;1;2;10;0;129166469;2025-09-29;2019-06-24;2025-09-29;0;0
2613601;5770046;74d70438-fec4-48ae-aeba-5fcc7cad117d;10331290;24;2;1;2;10;0;129166051;2025-09-29;2019-07-11;2025-09-29;0;0
2615860;5774075;002f54e9-5315-4d01-bbd4-d33476581dd2;10337111;83;1;1;2;10;0;129166514;2025-09-29;2019-09-26;2025-09-29;0;0
2616527;5775366;4f759de2-8144-438f-8102-e469bd2ff042;10338900;11;3;1;2;10;0;129166047;2025-09-29;2019-09-26;2025-09-29;0;0
2618501;5778950;a66acb59-304b-4788-8d5d-2acfbdf7e2f5;10344057;22;2;1;2;10;0;129166050;2025-09-29;2019-12-03;2025-09-29;0;0
2826921;6102705;ec92b284-725a-417c-89bd-5ce7064f78f5;10820989;24;1;1;2;10;0;129178642;2025-09-30;2019-05-21;2025-09-30;0;0
69601010;96412932;10c619ca-ca39-4601-bc1f-f94b8d63f5f9;146036707;66;2;1;2;10;0;129178659;2025-09-30;2020-04-20;2025-09-30;0;0
69610143;96456085;6da7c5cb-eefb-43cf-b4ab-c31cb8d8e542;146579525;23;1;1;2;10;0;129189117;2025-10-01;2020-04-23;2025-10-01;0;0
69610778;96457114;dc230f9f-0b39-46c7-86ff-e10997d4826d;146582154;49;2;1;2;10;0;129178582;2025-09-30;2020-04-23;2025-09-30;0;0
69610777;96457113;dd6c51b0-253c-4097-86cf-b9d3f5b45567;146582153;17;1;1;2;10;0;129178652;2025-09-30;2020-04-23;2025-09-30;0;0
3734515;7586457;cec88e4c-189c-409f-a1f0-b030088e9668;12978619;1;1;1;2;10;0;129189120;2025-10-01;2018-10-19;2025-10-01;0;0
4170314;8267199;e066988f-09c2-4e2c-9b3d-513d1b73a05c;13987071;16;1;1;2;10;0;129178687;2025-09-30;2019-05-08;2025-09-30;0;0
4172967;8271581;292bbaf6-c3be-412e-96e9-6d835485bd00;13993561;75;1;1;2;10;0;129178673;2025-09-30;2019-06-03;2025-09-30;0;0
4909782;9446767;6ceb3500-6582-4696-8dad-063687e73a5b;15725746;30;1;1;2;10;0;129167421;2025-09-29;2018-08-14;2025-09-29;0;0
5980927;11223936;4c348c58-0511-4f1e-b24c-69f88c28312a;18299454;33/2;1;1;2;10;0;129172545;2025-09-29;2019-09-24;2025-09-29;0;0
5979914;11222739;86eba4d4-9be7-47bc-a1ee-47fc7127df42;18297440;27/2;1;1;2;10;0;129171726;2025-09-29;2019-09-24;2025-09-29;0;0
5980934;11223947;34955885-8cfe-4a8a-9df7-3c4420dba3b5;18299468;31/1;1;1;2;10;0;129172542;2025-09-29;2019-07-11;2025-09-29;0;0
6025125;11295314;87d50ae4-b87e-4fc4-97d6-7c8cdfab4c17;18403034;18/2;1;1;2;10;0;129171693;2025-09-29;2019-04-08;2025-09-29;0;0
6275390;11714440;9eed774f-8d46-40e4-aef4-ada2da3231a4;19014023;99;1;3;1;10;0;129171688;2025-09-29;1900-01-01;2025-09-29;0;0
8544526;15177797;6c296aa0-920e-474f-bafa-74a47ae649f9;24201264;25;1;1;2;10;0;129173528;2025-09-29;2019-02-20;2025-09-29;0;0
8548480;15182946;734ea1f7-b2bb-4fd1-9360-c626ee2c8804;24209541;76;1;1;2;10;0;129178592;2025-09-30;2019-02-20;2025-09-30;0;0
8552775;15189684;f0bfc5b1-72e2-4f3b-b540-4f740a3c2102;24219531;47;1;1;2;10;0;129178580;2025-09-30;2019-03-27;2025-09-30;0;0
8627610;15304407;dce098c9-9c4c-4557-b737-a65459f379e2;24391259;15;1;1;2;10;0;129173558;2025-09-29;2018-03-06;2025-09-29;0;0
8628297;15305746;93929988-d2aa-4067-bfd2-382759a5a6f2;24393179;31;2;1;2;10;0;129178237;2025-09-30;2018-11-06;2025-09-30;0;0
8629200;15307421;952333b3-b5da-414b-918d-35c29b41ee4d;24395638;116;2;1;2;10;0;129178622;2025-09-30;2019-02-20;2025-09-30;0;0
11284861;19472367;8d500b87-50e0-4d4a-9a49-a974b716cded;30543958;161;;2;;10;0;129177798;2025-09-30;1900-01-01;2025-09-30;0;0
14736984;24913718;96aae5a1-931b-410f-894f-f551dbb83f8c;38588916;14;1;1;2;10;0;129173118;2025-09-29;2019-02-20;2025-09-29;0;0
14736437;24912948;b5891d62-3096-4a8c-b0ea-901ce7445d94;38587709;89;1;1;2;10;0;129178166;2025-09-30;2019-02-20;2025-09-30;0;0
14733514;24908161;05ac1e69-c466-4e2f-800c-86bc7009ed2b;38580778;68;2;1;2;10;0;129178154;2025-09-30;2019-02-20;2025-09-30;0;0
14737672;24914978;f72be64f-28fc-4507-ba0d-46165d169143;38590814;13;2;1;2;10;0;129173117;2025-09-29;2019-03-22;2025-09-29;0;0
14739314;24917403;a85af7ee-899e-42ec-a306-0f7dfca73527;38594406;75;1;1;2;10;0;129178157;2025-09-30;2019-04-01;2025-09-30;0;0
14731237;24904318;aac1d66c-77ea-4961-9299-f01307142389;38575155;56;1;1;2;10;0;129178150;2025-09-30;2018-11-19;2025-09-30;0;0
14741134;24920000;b74d15e0-f223-47cf-8d65-bc8f7d878635;38598452;38;1;1;2;10;0;129178139;2025-09-30;2019-04-01;2025-09-30;0;0
14740475;24919105;a2a693b4-26c4-4546-af31-8a2a0b9dbebc;38597098;74;1;1;2;10;0;129178156;2025-09-30;2019-04-01;2025-09-30;0;0
14748678;24932646;f5204a2a-97b0-4f25-a9b2-af6f570a02c9;38616878;101;1;1;2;10;0;129173113;2025-09-29;2019-09-24;2025-09-29;0;0
14749038;24933159;729fc51c-94b4-4ab4-ac6c-bb52cda42a9b;38617679;96;2;1;2;10;0;129178168;2025-09-30;2019-09-24;2025-09-30;0;0
14750259;24935150;f2b9abdf-d6eb-4429-bdaf-e528453d60c2;38620564;48;3;1;2;10;0;129178145;2025-09-30;2019-12-03;2025-09-30;0;0
18619910;31343831;088b0524-7d30-400b-9123-fcb0334343f8;47945658;1а;;2;;20;18619906;129189108;2025-10-01;2019-02-26;2025-10-01;0;0
19765084;33233037;e0589eb2-0f71-4dad-ac96-d5e05d014bbc;50678327;24;1;1;2;10;0;129170890;2025-09-29;2019-03-18;2025-09-29;0;0
19772803;33246355;b37f09ed-d96b-45a8-bdaf-8c23f71077f5;50697225;195;2;1;2;10;0;129170450;2025-09-29;2019-04-25;2025-09-29;0;0
20348383;34201697;68b50b00-6502-4e53-83f7-a232c59300ca;52090902;744;1;1;2;10;0;129179196;2025-09-30;2019-05-08;2025-09-30;0;0
20363931;34222247;937ac889-7392-4fd5-812a-2a229cefa28d;52123175;733;1;1;2;10;0;129179194;2025-09-30;2019-09-06;2025-09-30;0;0
20371227;34232504;d55023e7-9173-482a-8ec7-0205ff01d837;52138953;375;1;1;2;10;0;129180505;2025-09-30;2019-10-23;2025-09-30;0;0
20377152;34241571;d204751c-dd33-4d71-8bf2-4f84ce1b3ec7;52152479;593;1;1;2;10;0;129179521;2025-09-30;2019-12-02;2025-09-30;0;0
20384481;34253157;67b81bba-5146-4905-b50f-20878e3e10cb;52169612;561;1;1;2;10;0;129179229;2025-09-30;2018-03-12;2025-09-30;0;0
20775078;34927222;2623d6e0-3293-4af1-8d1a-99df1dd733c6;53131061;50;1;1;2;10;0;129178187;2025-09-30;2018-09-25;2025-09-30;0;0
23106748;38674183;ac183569-45e9-4b0b-a893-e4c4fce09c16;58622256;21;1;1;2;10;0;129178483;2025-09-30;2019-11-08;2025-09-30;0;0
26106608;43684284;4920467c-20df-4673-b13b-b9b27d01e6c3;65919242;28;1;1;2;10;0;129179077;2025-09-30;2019-04-01;2025-09-30;0;0
26112201;43695241;6e3083e8-5a9f-4c74-aac3-5c0c6e6d1b12;65934526;23;1;1;2;10;0;129179074;2025-09-30;2019-11-14;2025-09-30;0;0
27004999;45220842;70678c15-a74f-47d2-a83a-540184806343;68127421;26;1;1;2;10;0;129179035;2025-09-30;2019-05-21;2025-09-30;0;0
55810323;33218903;3e879f74-8faa-4358-b9be-f974f96e455f;50658199;170;2;1;2;20;19756673;129170431;2025-09-29;2019-04-02;2025-09-29;0;0
31088704;52031591;7d891e33-cd56-4110-a93a-a6debb31fc69;77971146;26;;2;;10;0;129182193;2025-09-30;1900-01-01;2025-09-30;0;0
33390384;55828227;cd3723f0-9144-4ae0-81ca-ac22164338dd;83509275;41;1;1;2;10;0;129179143;2025-09-30;2019-02-20;2025-09-30;0;0
34678422;57919034;912fd22b-65c6-4176-8778-9f405002f5c9;86582495;38;1;1;2;10;0;129178773;2025-09-30;2019-04-08;2025-09-30;0;0
34682989;57925574;86cff495-ea04-4107-8fa9-b96e829dcd79;86592293;52;1;1;2;10;0;129178778;2025-09-30;2019-04-08;2025-09-30;0;0
34689079;57935375;2cf40461-b1d5-4223-bbe6-97e38ea861e8;86607225;23;2;1;2;10;0;129178759;2025-09-30;2019-07-30;2025-09-30;0;0
38581203;64139840;03bf522b-2c0e-4119-9edb-760deb7ddb84;95692865;80;1;1;2;10;0;129178608;2025-09-30;2019-04-05;2025-09-30;0;0
38590828;64154082;4a6cecb6-1fca-4822-acfa-89d7854a4ae8;95714280;10;2;1;2;10;0;129178625;2025-09-30;2019-11-14;2025-09-30;0;0
38597717;64164702;0607f4f4-154a-4cf6-b54d-02e11a1be61f;95729968;68;2;1;2;10;0;129178606;2025-09-30;2019-12-02;2025-09-30;0;0
42631671;70667228;414a1298-6d23-44f8-a2e1-5faad799cd8f;105291800;307;1;1;2;10;0;129179223;2025-09-30;2019-05-23;2025-09-30;0;0
43282380;71743965;be517c4f-6e3b-4b45-9d31-500909190198;106853196;112;1;1;2;10;0;129172667;2025-09-29;2019-06-24;2025-09-29;0;0
43285306;71748174;550c8523-3204-476b-be89-8f8831f5ed75;106859448;150;1;1;2;10;0;129172676;2025-09-29;2019-07-17;2025-09-29;0;0
43283896;71745716;f2fcac25-579d-42ce-b138-e31d8fe7e71f;106856009;171;1;1;2;10;0;129172686;2025-09-29;2019-06-24;2025-09-29;0;0
43281511;71743228;7045ec79-2993-487a-9faa-d35d2e606685;106851778;194;1;1;2;10;0;129172690;2025-09-29;2019-06-19;2025-09-29;0;0
43282796;71744359;03b1a283-9f6d-419b-9103-7b69e5e33d92;106853907;206;1;1;2;10;0;129172694;2025-09-29;2019-06-24;2025-09-29;0;0
43281990;71743663;5777a4b2-5562-4655-a47d-3bb1c3ad7d1a;106852584;217;1;1;2;10;0;129172703;2025-09-29;2019-06-24;2025-09-29;0;0
43280394;71742194;e41d50c7-fdd8-4b20-b320-560669fe494e;106849945;4;1;1;2;10;0;129172708;2025-09-29;2019-06-19;2025-09-29;0;0
43286081;71749832;83a3f171-5769-4200-8837-b7724e7d52ac;106861647;61;1;1;2;10;0;129172712;2025-09-29;2019-08-30;2025-09-29;0;0
43286396;71750339;fc84d1bf-f8fc-434c-9ebb-db53d9a52f25;106862382;85;1;1;2;10;0;129172715;2025-09-29;2019-08-30;2025-09-29;0;0
47859737;79204565;73474af3-cb22-420b-b518-57b081e76b3b;117722028;10;1;1;2;10;0;129172722;2025-09-29;2019-04-02;2025-09-29;0;0
47863038;79209331;9c4746a7-c4a8-43a5-b2d2-affbb37c5f84;117729374;38;1;1;2;10;0;129172731;2025-09-29;2019-11-08;2025-09-29;0;0
48942132;80881493;8a6b8328-ba85-4f8b-9127-64f27bb90a01;120205307;4;1;1;2;10;0;129172586;2025-09-29;2019-11-26;2025-09-29;0;0
48944714;80885534;74941df9-a1d6-4056-a1f6-37bfc83ee027;120211134;50;2;1;2;10;0;129172596;2025-09-29;2019-12-03;2025-09-29;0;0
48945334;80886379;09ff7933-e579-4072-8608-ccc0362e61c5;120212469;58;1;1;2;10;0;129172602;2025-09-29;2019-12-03;2025-09-29;0;0
51290331;95653107;ffae5098-8ab5-4e49-aa36-c25da2dd560b;139317365;85;1;1;2;10;0;129168192;2025-09-29;2020-02-19;2025-09-29;0;0
52189509;8921010;0b65bcda-cbfc-4a02-b558-e162056d4594;14970325;29а;;2;;20;4600939;129173143;2025-09-29;2016-10-04;2025-09-29;0;0
53008707;33216787;16f9f247-e137-4525-a052-8ab685dd1e26;50655559;120;1;1;2;20;19755143;129169447;2025-09-29;2019-04-02;2025-09-29;0;0
53693462;60928133;20a64ccc-5fa5-497a-aba4-2c4ca1426144;90974611;17б;;2;;20;36529568;129189107;2025-10-01;2016-10-04;2025-10-01;0;0
54161263;60936662;273e81cd-b727-4da5-a147-2b15d44d08c2;90991768;29;;2;;20;36538215;129166649;2025-09-29;2018-06-08;2025-09-29;0;0
129100106;81522788;977c3596-cd0f-41db-9209-ca4418a76895;689175942;1;1;2;2;20;49326951;129180276;2025-09-30;2025-09-18;2025-09-30;0;0
129166046;5771785;a4a7eb67-1576-4d59-b9c7-763e0d266e21;689637696;11;1;2;2;20;2614658;;2025-09-29;2025-09-29;2079-06-06;1;1
2607334;5758053;b789ed02-192d-48ba-8a7c-66b99ff28e66;10314250;20;1;1;2;10;0;129166049;2025-09-29;2019-04-02;2025-09-29;0;0
129166051;5770046;74d70438-fec4-48ae-aeba-5fcc7cad117d;689637701;24;2;2;2;20;2613601;;2025-09-29;2025-09-29;2079-06-06;1;1
129166050;5778950;a66acb59-304b-4788-8d5d-2acfbdf7e2f5;689637700;22;2;2;2;20;2618501;;2025-09-29;2025-09-29;2079-06-06;1;1
129166052;5764446;c94126b7-6bc5-4c25-ac22-7a62da3c65a2;689637702;25;1;2;2;20;2610846;;2025-09-29;2025-09-29;2079-06-06;1;1
129166466;5765787;3fd6b397-70aa-4cd3-aae0-aecaad58d4e4;689640941;26;1;2;2;20;2611544;;2025-09-29;2025-09-29;2079-06-06;1;1
129166468;5773382;ee01d658-9b3d-4ebf-944b-998dfbe122fe;689641026;27;2;2;2;20;2615537;;2025-09-29;2025-09-29;2079-06-06;1;1
129166470;5761475;7de5cbaf-3a09-4c4f-9b82-33ff62278edc;689641077;29;1;2;2;20;2609187;;2025-09-29;2025-09-29;2079-06-06;1;1
2610129;5763107;d18c8b4e-6d8a-42a9-a012-64686cddb7e8;10321465;36;1;1;2;10;0;129166472;2025-09-29;2019-06-24;2025-09-29;0;0
129166473;5753002;6c3000ff-2d20-432a-9107-1bf489a6c9f3;689641219;38;1;2;2;20;2604160;;2025-09-29;2025-09-29;2079-06-06;1;1
129166474;5754756;3feb0812-3c95-410c-8f8b-b624f29c572f;689641221;41;1;2;2;20;2605351;;2025-09-29;2025-09-29;2079-06-06;1;1
129166475;5760716;42214c5e-790c-4984-887b-31396cc3830c;689641223;42;1;2;2;20;2608736;;2025-09-29;2025-09-29;2079-06-06;1;1
2609803;5762531;5501182f-cd7a-4118-8636-58b9ca6a7933;10320642;44;2;1;2;10;0;129166477;2025-09-29;2019-06-24;2025-09-29;0;0
2615629;5773598;edbfb853-5ef2-481c-a282-a60367e0382c;10336466;46;1;1;2;10;0;129166478;2025-09-29;2019-09-26;2025-09-29;0;0
2614170;5771120;c0332b7c-b71e-4664-8ec3-38ffa91306d1;10332817;46;2;1;2;10;0;129166480;2025-09-29;2019-09-26;2025-09-29;0;0
2614241;5771217;5d50d49d-5afb-4317-940b-3a4cdb439ac3;10332964;46;3;1;2;10;0;129166481;2025-09-29;2019-09-26;2025-09-29;0;0
2603964;5752727;f4a16ac0-2099-4757-8137-0be0ed625496;10306325;48;1;1;2;10;0;129166483;2025-09-29;2018-08-06;2025-09-29;0;0
2608418;5760167;fdae4058-cd01-46b9-89a4-1a8e1e9b28ff;10317205;49;1;1;2;10;0;129166484;2025-09-29;2019-06-24;2025-09-29;0;0
2608139;5759645;287e662b-0f18-4ce8-b261-5fd2cc3b858c;10316447;51;1;1;2;10;0;129166486;2025-09-29;2019-06-17;2025-09-29;0;0
2604789;5753979;8ef6f133-2954-48e9-a72d-45e61744f35d;10308221;54;1;1;2;10;0;129166487;2025-09-29;2018-08-06;2025-09-29;0;0
2607568;5758446;e194a880-048a-44f7-afd3-6befdfa1ecf1;10314830;56;1;1;2;10;0;129166488;2025-09-29;2019-04-02;2025-09-29;0;0
2610861;5764479;38bbb0f4-bd9a-4c8d-ae78-a38de24dc481;10323413;57;1;1;2;10;0;129166489;2025-09-29;2019-06-24;2025-09-29;0;0
2618017;5778038;e3b5f0b9-db49-4c26-b47b-a3d5707a42dc;10342762;60;1;1;2;10;0;129166492;2025-09-29;2019-11-11;2025-09-29;0;0
2608024;5759426;ba09126d-520e-4c4d-a128-f230f13266ce;10316134;61;1;1;2;10;0;129166494;2025-09-29;2019-04-02;2025-09-29;0;0
2609541;5762110;96db4789-c506-4274-a056-4c2a29fdab34;10320030;64;1;1;2;10;0;129166497;2025-09-29;2019-06-24;2025-09-29;0;0
129166499;96604731;fe71f989-3c5c-49b9-8e29-d4c56ac8bec1;689641293;67;2;2;2;20;69642518;;2025-09-29;2025-09-29;2079-06-06;1;1
129166502;5761641;bfbdf0a8-35e6-4457-acfa-393ac379234c;689641296;69;1;2;2;20;2609288;;2025-09-29;2025-09-29;2079-06-06;1;1
129166508;5771577;c2b99663-84f7-409a-9bd2-4b52fc3af9d5;689641430;73;1;2;2;20;2614478;;2025-09-29;2025-09-29;2079-06-06;1;1
129166510;5772778;ca4ec992-63b1-47c1-b452-78c5b569e5c5;689641466;75;1;2;2;20;2615163;;2025-09-29;2025-09-29;2079-06-06;1;1
129166514;5774075;002f54e9-5315-4d01-bbd4-d33476581dd2;689641470;83;1;2;2;20;2615860;;2025-09-29;2025-09-29;2079-06-06;1;1
2617643;5777480;449342ed-93d7-439d-9cb1-dce30f7b8a28;10341881;60;2;1;2;10;0;129166493;2025-09-29;2019-10-09;2025-09-29;0;0
129166495;5757342;dc4cc7f7-fac8-4093-9e12-30b7fe4d18af;689641281;62;1;2;2;20;2606884;;2025-09-29;2025-09-29;2079-06-06;1;1
129166498;5767727;8b3b6169-f0fb-431c-a521-dd915cadfe9e;689641291;67;1;2;2;20;2612461;;2025-09-29;2025-09-29;2079-06-06;1;1
129166501;5771399;6b424a0b-c41a-42c1-b4fc-3efe6ebc5824;689641295;68;1;2;2;20;2614337;;2025-09-29;2025-09-29;2079-06-06;1;1
129166503;5769040;68b2a73d-57b0-4200-b18e-fc2dd133e59f;689641298;7;1;2;2;20;2613130;;2025-09-29;2025-09-29;2079-06-06;1;1
69642519;96604732;68c580ee-9ffe-4166-bc29-dde4c629ed84;149272029;72;1;1;2;10;0;129166507;2025-09-29;2020-05-06;2025-09-29;0;0
129166509;5756955;e5a73e43-6a8b-493e-836c-7747b8d3bd1f;689641449;74;1;2;2;20;2606621;;2025-09-29;2025-09-29;2079-06-06;1;1
129166511;5770994;2d7c496e-e4ed-43c7-b0a9-339d9bcc44d5;689641467;75;2;2;2;20;2614093;;2025-09-29;2025-09-29;2079-06-06;1;1
129166513;5753629;0f7937b1-a9a3-4f49-b90c-2e9265cf62c5;689641469;82;1;2;2;20;2604540;;2025-09-29;2025-09-29;2079-06-06;1;1
129166515;5755964;bc71c607-5a0e-48bc-82aa-df3d05d6d810;689641471;84;1;2;2;20;2606031;;2025-09-29;2025-09-29;2079-06-06;1;1
129166573;59353556;eaa4af47-e039-4ee4-bb1f-0d8c7d246217;689642058;21;;2;;30;68001156;0;2025-09-29;2025-09-29;2079-06-06;1;0
129166577;83610025;d079dfe9-c991-4db5-90a4-a4cff9623ce1;689642078;29;;2;;30;66149231;0;2025-09-29;2025-09-29;2079-06-06;1;0
129166574;62879389;780a0593-0564-4503-aa3d-0ecb4dbd0537;689642059;26;;2;;30;59885299;0;2025-09-29;2025-09-29;2079-06-06;1;0
69704478;96853100;152b76b7-5bdf-4dd6-a641-3b5e06069377;150442063;13;;2;;10;0;129166576;2025-09-29;2020-05-25;2025-09-29;0;0
1652496;4227079;d65116b2-52ab-412f-bfb8-67e4bb614dc7;8061354;5;2;2;2;10;0;129166578;2025-09-29;2019-05-21;2025-09-29;0;0
129166648;74462118;1a82b0fe-31c9-4493-850b-2eaa587a8365;689642654;46;;2;;30;53259097;0;2025-09-29;2025-09-29;2079-06-06;1;0
41579376;68957236;a1f8f83e-659a-40e1-b63d-6d76472b07a2;102787038;30;;2;;10;0;129166647;2025-09-29;1900-01-01;2025-09-29;0;0
