ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
1647355;1334264;1b27ee63-0179-4a31-940d-6e68c81a9cf2;3651669;Волжанин-1;тер. ГСК;7;10;0;52189824;2025-09-30;2016-12-29;2025-09-30;0;0
52189937;174978455;efdb6b96-480c-41ae-842b-c89efcf7b360;689793162;104-й Гвардейской десантно-штурмовой дивизии;ул.;8;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
