CHANGEID;OBJECTID;ADROBJECTID;OPERTYPEID;NDOCID;CHANGEDATE
689639157;174916602;f90436ef-8914-4972-8354-4fbab5e83b16;10;27409223;2025-09-29
689639159;174916604;35414ccb-dbec-480c-ab2d-05566e65a3ad;10;27409223;2025-09-29
689639161;174916606;8b66af8f-2d08-41b6-8414-be5f502041bc;10;27409223;2025-09-29
689639163;174916608;b6d95321-3ea8-4807-8424-bf4b0a666bf3;10;27409223;2025-09-29
689643257;174918166;82220379-b3d3-4018-9fcd-2213db770dde;10;27409761;2025-09-29
689643239;174918148;dd611843-3231-4fed-8d8d-916359096bf1;10;27409761;2025-09-29
689643241;174918150;a5a32f0e-bc9a-4c46-aa57-778fd0ec28fa;10;27409761;2025-09-29
689643243;174918152;9834cf94-101c-4110-a731-5bd32bd23e02;10;27409761;2025-09-29
689643245;174918154;aa03ad1c-3d6b-4adf-a632-32cd32697546;10;27409761;2025-09-29
689643247;174918156;76c2ecd9-6721-4253-8374-78c531861fcc;10;27409761;2025-09-29
689643249;174918158;099b3a54-f466-45f9-9ed0-2888cfd757c6;10;27409761;2025-09-29
689643251;174918160;9c1f25a4-0672-4184-92bd-485f57973927;10;27409761;2025-09-29
689643253;174918162;d05a7787-260a-4bd3-8592-bf6004b3089a;10;27409761;2025-09-29
689643256;174918165;36a0f820-d6a0-4941-b8e0-fa0c89b36ac2;10;27409761;2025-09-29
689643260;174918169;38b48d97-dfa7-4441-92e6-38e4a0ecdc5e;10;27409258;2025-09-29
689643264;174918173;519b9e27-0ad8-4a60-a932-aa9ef2e0306f;10;27409761;2025-09-29
689643261;174918170;87a3df54-487f-4ed3-a1ac-460a386aba83;10;27409761;2025-09-29
689643265;174918174;03edf0be-08d4-4092-b064-50718eac75ed;10;27409761;2025-09-29
689643269;174918178;66a9338f-1769-4ca0-b075-49716ddb1c61;10;27409761;2025-09-29
689643273;174918182;e10e3fc6-17d4-4d0e-954b-5cecb2541c73;10;27409258;2025-09-29
689643277;174918186;5437081c-f072-4f0c-a335-4eec0bfcb2f2;10;27409761;2025-09-29
689643268;174918177;a95029fc-f1ac-4061-b779-a0cdb7edc5da;10;27409258;2025-09-29
689643272;174918181;06c5f047-db1d-4fd9-8394-9132930a14c6;10;27409258;2025-09-29
689643276;174918185;bfb6a7a9-5937-4d17-91d9-6381a4da2235;10;27409258;2025-09-29
689643280;174918189;54f0cbaa-1bc9-4161-bfe7-00633c3ac757;10;27409761;2025-09-29
689643284;174918193;2066d684-6dcb-40b8-8a4d-e0ad2f1b83dc;10;27409258;2025-09-29
689643288;174918197;f378d781-4366-47b7-87e0-38d25f3208e9;10;27409761;2025-09-29
689643281;174918190;f2e493d5-a785-4c4a-972f-264c31fb922f;10;27409761;2025-09-29
689643285;174918194;90f28123-56e6-4016-9495-371040e0d48a;10;27409258;2025-09-29
689643289;174918198;6ec50424-53cc-4355-a180-6f193ac6518e;10;27409761;2025-09-29
689643293;174918202;86714bb1-f4a0-4dbd-9d5d-71f93bebd77b;10;27409761;2025-09-29
689643297;174918206;89e5648c-82b9-4fa2-8a1e-3d19667282a9;10;27409258;2025-09-29
