ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
1146657;921911;cf2d4394-5879-4a7f-bd48-288a64ad2ed3;2547667;Саково;д;6;1;0;52190042;2025-10-01;1900-01-01;2025-10-01;0;0
1146953;922147;20e668d9-4b8c-4d79-b151-fe8d1d47d896;2548326;Сергейково;д;6;1;0;52190045;2025-10-01;1900-01-01;2025-10-01;0;0
1149296;924072;6c2a1bb2-8fbb-4cd5-b879-a8ea71315bbf;2553547;Бакшиха;д;6;1;0;52190063;2025-10-01;1900-01-01;2025-10-01;0;0
1151150;925640;15fe8844-2d66-4615-83c6-c0b91434fa39;2557445;Игнатицы;д;6;1;0;52190046;2025-10-01;1900-01-01;2025-10-01;0;0
1155730;929297;56510612-9b9b-44f7-b2f6-ced98bf290cc;2566397;Дымовья-1;д;6;1;1155656;52190060;2025-10-01;1900-01-01;2025-10-01;0;0
1162757;935301;fb68f9d0-8b46-460d-bb95-e2f7606675d5;2580874;Дымовья-2;д;6;1;1162704;52190062;2025-10-01;1900-01-01;2025-10-01;0;0
52189726;174959218;4b42ca40-3b86-4da1-a2dc-a7f530a19c66;689733644;Лесной;кв-л;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52189742;174959795;f42b1bb1-1d58-426b-8f52-72c65656c38f;689734723;Сельскохозяйственная Сушани;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52189747;174959945;de691ef1-f156-4257-bf51-20c1497859e9;689734954;Сельскохозяйственная Волгино;тер.;7;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
52190006;174981504;e25fd966-e6cb-458d-b131-20b614bd787e;689799636;автодороги Кобылкино-Шелгуново-Шотово;тер.;7;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
52190038;931363;6ff32281-aacd-44c4-8d1a-38ac93721676;689804860;Водоси;д;6;30;1158096;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190045;922147;20e668d9-4b8c-4d79-b151-fe8d1d47d896;689805019;Сергейково;д;6;30;1146953;0;2025-10-01;2025-10-01;2079-06-06;1;0
1154697;928512;b9f317c6-7304-40d3-9590-c1a09bad7bc1;2564433;Маслино;д;6;1;0;52190047;2025-10-01;1900-01-01;2025-10-01;0;0
52190058;925048;9350a507-b7c3-424f-8a2f-9cd0cdfaad20;689805324;Ослякино;д;6;30;1150445;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190060;929297;56510612-9b9b-44f7-b2f6-ced98bf290cc;689805326;Дымовья-1;д;6;30;1155730;0;2025-10-01;2025-10-01;2079-06-06;1;0
1161038;933866;c5f04aeb-d817-406c-acb3-bbcc7ce651e2;2577221;Бахариха;д;6;1;0;52190061;2025-10-01;1900-01-01;2025-10-01;0;0
52190063;924072;6c2a1bb2-8fbb-4cd5-b879-a8ea71315bbf;689805350;Бакшиха;д;6;30;1149296;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190042;921911;cf2d4394-5879-4a7f-bd48-288a64ad2ed3;689805006;Саково;д;6;30;1146657;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190044;927280;2d62e18d-2281-41af-afea-ab32e9935bc6;689805008;Залезёнка;д;6;30;1153222;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190046;925640;15fe8844-2d66-4615-83c6-c0b91434fa39;689805043;Игнатицы;д;6;30;1151150;0;2025-10-01;2025-10-01;2079-06-06;1;0
52190159;174989696;78acf13f-4b01-40a2-82cc-7d5a0866b9fe;689815503;автодороги Подлитовье-Старая Русса-Пола-Лозницы;тер.;7;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
52190169;174990524;e17c42da-6525-4a69-9ca9-6341f2c2f484;689817323;Аграрная Боровёнковская;тер.;7;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
