ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687511;174917104;36942ac7-ad7f-4baa-a825-7c116fb2acb8;689640241;2;1;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
454972;81664847;47a231ec-c9bf-47e7-a7ae-93cdab6c97a5;121347181;9;1;10;0;50687625;2025-09-29;2018-08-23;2025-09-29;0;0
454974;81664852;a41053e9-c9d5-4f4f-a3ca-6092ae8d10af;121347191;12;1;10;0;50687626;2025-09-29;2018-08-23;2025-09-29;0;0
454976;81664860;f320886e-5dbf-47bc-97e9-8d5a1f842b24;121347203;8;1;10;0;50687627;2025-09-29;2018-08-23;2025-09-29;0;0
454971;81664841;3947d6d8-8ae8-4fbc-bf6c-658a33b8f29c;121347171;14;1;10;0;50687628;2025-09-29;2018-08-23;2025-09-29;0;0
455133;81666800;6f0f0b9c-3674-4e32-ba6c-82770aff0487;121350184;8;1;10;0;50687629;2025-09-29;2018-08-23;2025-09-29;0;0
455134;81666808;8b2423b1-b0c2-48fb-ab32-76eb42b720f9;121350196;14;1;10;0;50687630;2025-09-29;2018-08-23;2025-09-29;0;0
455135;81666816;b132e216-2af6-4db8-8687-1d104a0b29a2;121350208;12;1;10;0;50687631;2025-09-29;2018-08-23;2025-09-29;0;0
455131;81666745;67c6d4c8-913f-447e-8471-c5a872cef5de;121350102;9;1;10;0;50687632;2025-09-29;2018-08-23;2025-09-29;0;0
50687692;174959235;e71a46f0-267f-4667-ad2b-62d49080d380;689733720;9/12;1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
