ID;OBJECTID;PARENTOBJID;CHANGEID;REGIONCODE;AREACODE;CITYCODE;PLACECODE;PLANCODE;STREETCODE;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTIVE;PATH
247027964;174915270;116730;689637217;9;3;0;1;0;20;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.114959.115410.116730.174915270
247037581;174924705;114727;689653347;9;0;3;0;0;37;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.114929.114727.174924705
247037602;174924726;114727;689653375;9;0;3;0;0;37;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.114929.114727.174924726
247058580;174944874;113350;689699891;9;0;1;0;0;113;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.114873.113350.174944874
247050927;174937511;115391;689683314;9;0;1;0;0;215;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.114873.115391.174937511
247057738;174944105;118312;689697546;9;11;0;7;0;33;0;0;2025-09-29;2025-09-29;2079-06-06;1;114848.120061.116365.118312.174944105
247082305;174967407;114324;689751999;9;0;1;0;482;0;0;0;2025-09-30;2025-09-30;2079-06-06;1;114848.114873.114324.174967407
247101047;174985537;116430;689808497;9;5;0;2;0;11;0;0;2025-10-01;2025-10-01;2079-06-06;1;114848.115038.115408.116430.174985537
247107340;174991760;115598;689819651;9;3;0;1;0;78;0;0;2025-10-01;2025-10-01;2079-06-06;1;114848.114959.115410.115598.174991760
