ID;NAME;DATE;NUMBER;TYPE;KIND;UPDATEDATE;ORGNAME;ACCDATE
27406752;О присвоении адреса объекту адресации;2025-09-29;H-28944641;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""КОМСОМОЛЬСКОЕ""";2025-09-29
27406995;О присвоении адреса объекту адресации;2025-09-29;H-28944798;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""КОМСОМОЛЬСКОЕ""";2025-09-29
27407306;О присвоении адреса объекту адресации;2025-09-29;H-28945101;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""КОМСОМОЛЬСКОЕ""";2025-09-29
27406460;О присвоении адреса объекту адресации;2025-09-29;H-28944311;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""РАЗМАХНИНСКОЕ"" МУНИЦИПАЛЬНОГО РАЙОНА ""ШИЛКИНСКИЙ РАЙОН"" ЗАБАЙКАЛЬСКОГО КРАЯ";2025-09-29
27406529;О присвоении адресов объектам адресации;2025-09-29;H-28944321;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СМОЛЕНСКОЕ""";2025-09-29
27406533;О присвоении адреса объекту адресации;2025-09-29;H-28944331;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СМОЛЕНСКОЕ""";2025-09-29
27406537;О присвоении адреса объектам недвижимости;2025-09-25;487;21;2;2025-09-29;АДМИНИСТРАЦИЯ ОНОНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЗАБАЙКАЛЬСКОГО КРАЯ;2025-09-29
27406541;О присвоении адреса объекту адресации;2025-09-29;H-28944343;15;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""АГА-ХАНГИЛ""";2025-09-29
27406544;О присвоении адресов объектам адресации;2025-09-29;H-28944347;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ХАРА-ШИБИРЬ""";2025-09-29
27406530;О присвоении адресов объектам адресации;2025-09-29;H-28944323;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СМОЛЕНСКОЕ""";2025-09-29
27406534;О присвоении адреса объекту адресации;2025-09-29;H-28944332;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ОНОНСКОЕ"" МУНИЦИПАЛЬНОГО РАЙОНА ""ШИЛКИНСКИЙ РАЙОН"" ЗАБАЙКАЛЬСКОГО КРАЯ";2025-09-29
27406538;О присвоении адреса объекту адресации;2025-09-29;H-28944337;21;3;2025-09-29;"АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ""ХИЛОКСКОЕ""";2025-09-29
27406542;О присвоении адресов объектам адресации;2025-09-29;H-28944345;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ХАРА-ШИБИРЬ""";2025-09-29
27406546;О присвоении адреса объекту адресации;2025-09-29;H-28944356;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ХАРА-ШИБИРЬ""";2025-09-29
27406551;О присвоении адреса объекту адресации;2025-09-29;H-28944360;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ХАРА-ШИБИРЬ""";2025-09-29
27406749;О присвоении адреса объекту адресации;2025-09-29;H-28944622;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""КОМСОМОЛЬСКОЕ""";2025-09-29
27406608;О присвоении адресов объектам адресации;2025-09-29;H-28944380;21;3;2025-09-29;"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""ХАРА-ШИБИРЬ""";2025-09-29
