ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52094380;162117619;1d5d7464-b29b-4b68-8d6f-fe6b7167b19b;586670966;ГРС Льгово;тер.;7;10;0;52189966;2025-10-01;2024-01-18;2025-10-01;0;0
52189371;174923480;0e940d65-d330-4bcf-81de-86648ccf76a6;689651702;Городок;мкр.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189901;1264641;eb19a129-207d-41b6-af52-6cb38df3c6b9;689777183;Льва Толстого;проезд;8;30;1562726;0;2025-09-30;2025-09-30;2079-06-06;1;0
52189965;162122880;c624f737-d34f-4708-807d-59029e9bc522;689795577;Тетьково-1;тер.;7;20;52094421;;2025-10-01;2025-10-01;2079-06-06;1;1
52190171;174991305;97b7a865-b5fa-4252-a966-7fbf6f14996e;689818788;Зареченское;тер.;7;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
