ID;OBJECTID;PARENTOBJID;CHANGEID;REGIONCODE;AREACODE;CITYCODE;PLACECODE;PLANCODE;STREETCODE;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTIVE;PATH
247021846;174909173;171288404;689623301;17;6;0;1;0;168;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210738.210893.171288404.174909173
247022832;174910157;209786;689624696;17;6;0;12;0;2;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210738.211080.209786.174910157
247022879;174910204;208696;689624755;17;6;0;12;0;1;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210738.211080.208696.174910204
247023469;174910794;174098196;689625904;17;9;0;11;0;45;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.211296.213260.174098196.174910794
247023614;174910937;174181489;689626551;17;6;0;12;0;16;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210738.211080.174181489.174910937
247023615;174910938;174181489;689626552;17;6;0;12;0;16;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210738.211080.174181489.174910938
247025594;174912915;208238;689631783;17;4;1;0;0;24;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210747.210787.208238.174912915
247025606;174912927;208238;689631797;17;4;1;0;0;24;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.210747.210787.208238.174912927
247043767;174930423;206748;689669499;17;0;1;0;737;740;0;0;2025-09-29;2025-09-29;2079-06-06;1;206101.206135.208663.206748.174930423
247059476;174945768;208991;689702362;17;9;0;11;0;2;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.211296.213260.208991.174945768
247060596;174946883;212287;689704455;17;12;0;1;0;15;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.212021.212381.212287.174946883
247066402;174952616;210209;689717706;17;4;1;0;0;65;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.210747.210787.210209.174952616
247066411;174952625;35735643;689717826;17;;;;;;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.210747.210787.210209.35735643.174952625
247067859;174954065;212954;689720762;17;15;0;1;0;57;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.210789.212954.174954065
247072491;174958427;209481;689731448;17;0;1;0;533;562;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.207802.209481.174958427
247077258;174962438;209075;689740861;17;0;1;0;0;287;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.209075.174962438
247077404;174962582;206607;689741144;17;0;1;0;731;735;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.208602.206607.174962582
247077436;174962614;208179;689741182;17;0;1;0;0;107;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.208179.174962614
247077469;174962647;207849;689741228;17;0;1;0;0;80;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.207849.174962647
247077560;174962736;209953;689741383;17;0;1;0;535;574;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.207874.209953.174962736
247078113;174963282;209692;689742246;17;0;1;0;540;568;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.207832.209692.174963282
247078150;174963319;158034971;689742308;17;0;1;0;836;1084;0;0;2025-09-30;2025-09-30;2079-06-06;1;206101.206135.208901.158034971.174963319
5230749;11067325;11067102;18067269;17;;;;;;0;0;2025-10-01;2017-05-25;2079-06-06;0;206101.211296.211322.212461.11067102.11067325
247096000;174980582;47016722;689796941;17;;;;;;0;0;2025-10-01;2025-10-01;2079-06-06;1;206101.211296.211322.210305.47016722.174980582
