ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
398790;84952213;ff7263f8-4f60-49ed-a1b5-611e526d0299;126161071;21/1;10;74195470;2025-09-30;2016-04-08;2025-09-30;0;0
680435;85232410;1cf324d7-1277-4c9f-948f-6ca3d8b08df5;126567802;2-А;10;74192584;2025-09-30;2015-12-18;2025-09-30;0;0
2022501;86568026;eb944513-c063-4dec-92ad-b9e23a9f396d;128391453;37;10;74198314;2025-10-01;2019-02-28;2025-10-01;0;0
3444814;87984982;d87bc870-5b97-4a7f-bdc7-50a917d105eb;130196009;183б;10;74198319;2025-10-01;2019-03-01;2025-10-01;0;0
4336695;88874484;e6a81fc6-40c6-4719-94a0-f315d1c3394f;131260838;16а;10;74193035;2025-09-30;2019-02-12;2025-09-30;0;0
5234024;89770153;33a0c4a8-1983-42bc-93a1-46cc9762d18c;132282379;39;10;74199672;2025-10-01;2017-11-25;2025-10-01;0;0
7447614;91981664;dc1f6a62-0451-40ef-b211-3bfa51738f7f;134763016;71А;10;74206521;2025-10-01;2019-08-14;2025-10-01;0;0
7844601;92378413;1ad5756c-e85a-4e52-aa5d-2924cae7b144;135190180;5;10;74206406;2025-10-01;2019-08-14;2025-10-01;0;0
8049729;92583447;e8f25059-acb9-45bc-a273-c0711f197b03;135408714;14а;10;74192845;2025-09-30;2019-07-17;2025-09-30;0;0
8302758;92836329;727e391a-82bd-4494-a5cb-a6d702d61a70;135680091;2а;10;74194532;2025-09-30;2019-06-07;2025-09-30;0;0
8617757;93151246;0549e53c-68b6-4ab6-9825-0ba8a5514d55;136016413;9;10;74206093;2025-10-01;2019-05-30;2025-10-01;0;0
8986793;93520141;9013053f-cac4-4550-9b28-ddca8cdb581d;136419692;129-б;10;74199691;2025-10-01;2019-03-21;2025-10-01;0;0
9731787;94264978;9c599d10-d450-4d91-bafa-a58f158b7104;137209389;2;10;74206389;2025-10-01;2019-08-14;2025-10-01;0;0
10178434;94711569;3725e10c-d097-4d69-928f-6d6516d85426;137663463;4;10;74206315;2025-10-01;2019-06-11;2025-10-01;0;0
10538448;95071548;73bc0dc5-6e9b-455a-b650-f0935fe17c83;138027638;1;10;74206779;2025-10-01;2019-08-14;2025-10-01;0;0
74166358;174914979;1568e227-aabe-4f1f-9c00-719024f275fa;689636543;117/1;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74166800;174915904;fdf6fa06-b5b6-455c-8aaf-ef31d354611b;689638300;39;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
10534691;95067719;c0bdb910-f2e5-420e-ac3f-e064bd5af751;138023803;8;10;74166869;2025-09-29;2019-09-30;2025-09-29;0;0
74166870;86664935;b17a3686-fcc9-4d97-9fe9-f407c41fe64e;689638624;322;42;74166869;2025-09-29;2025-09-29;2079-06-06;1;0
74169215;174920263;6dbaf1b5-ca35-493a-80d7-b55f7feece77;689646571;10;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
74171534;174926153;adeb23c6-0a15-4a0a-b51d-c3fea57e2dd2;689655848;186;10;0;2025-09-29;2025-09-29;2079-06-06;1;1
