ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
52189349;1014820;a579d913-1a3c-439b-917a-3445feaee651;689644337;Микрорайон Южный;ул;8;30;1253739;0;2025-09-29;2025-09-29;2079-06-06;1;0
52189353;174920025;521cb528-2128-4134-b5be-145713ff1c7c;689646153;Свинокомплекс 3;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189438;174930177;831588ee-c0f8-40c2-8c16-16bca7f5076c;689668928;Домаховское;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189528;174942273;9516875e-20e8-4d24-824a-1ed84ae45acc;689694538;Свинокомплекс 1;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
52189562;174944578;24cbaf40-4c4d-4143-85d7-ac7038157322;689698820;Малобобровское 1;тер.;7;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
