ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
74167464;174917336;811bd3d5-be22-4523-909b-2d6aa27b6ea0;689640692;44;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
74176763;174938708;ebdd5170-c9be-48f4-bc06-ccec1147677b;689687143;4;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
74176901;174938969;e4db2ba5-ebf9-4833-a597-22afc247480f;689687767;28;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
74178496;174941343;71878b6a-b5ba-4aab-81bf-720c0a4082ec;689692773;1/3;10;0;0;2025-09-29;2025-09-29;2079-06-06;1;1
74184435;174951617;6fb8a53e-5fbd-461f-bd5e-a8874d8138b2;689712782;45;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
74190609;174961388;be41fc60-cc10-4e43-96cc-616dd008ff1d;689738171;9/1;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
74191211;174962183;9d2ffc7f-fe8b-4fa4-a671-3f1dbd5dd21d;689740251;70/4а;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
74194486;174967612;cdc729f6-4f22-47a0-9ee7-a48915c3c22e;689752407;2;10;0;0;2025-09-30;2025-09-30;2079-06-06;1;1
74198465;174975146;7b142f35-a9c8-4d30-b3e4-ecd6ba3ce68d;689787225;18;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
1316892;85865577;292d10dc-06ce-4fa0-9cb3-847895db282d;127453708;20;10;;74202495;2025-10-01;2019-03-26;2025-10-01;0;0
74205854;174989189;7a374aa1-fd6a-4432-be8c-7f902edd35e0;689814441;7;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
74205855;174989190;15a5384e-30b0-4c37-a82e-b73be527fff9;689814442;41Б;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
74205908;174989533;fd961938-508d-4f2d-916b-530c56c75be5;689814986;12;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
74207380;174992665;c42dc0eb-a04e-4322-bb98-2e048feffdd3;689824852;41В;10;0;0;2025-10-01;2025-10-01;2079-06-06;1;1
