ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;ROOMTYPE;OPERTYPEID;PREVID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
50687508;163017274;cda7ae49-033f-4e31-9aac-d3a40cb0371e;689635167;2;1;20;50628121;2025-09-29;2025-09-29;2079-06-06;1;1
