ID;NAME;DATE;NUMBER;TYPE;KIND;UPDATEDATE;ORGNAME;ACCDATE
27410422;об аннулировании адреса объекта адресации;2025-09-26;05-07-37926/25-0-0;23;2;2025-09-29;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-29
27410593;решение о внесении сведений о нежилом помещении;2025-09-25;05-07-37781/25-0-0;23;2;2025-09-29;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-29
27419469;об аннулировании адреса объекта адресации и о присвоении нового адреса объекту адресации;2025-09-25;05-26-96258/25-0-1;23;2;2025-09-29;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-29
27419467;о присвоении адреса объекту адресации;2025-09-29;05-26-38112/25-0-0;23;2;2025-09-29;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-29
27419471;об аннулировании адреса объекта адресации;2025-09-26;05-26-97808/25-0-2;23;2;2025-09-29;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-29
27419478;о присвоении адреса объекту адресации;2025-09-26;05-26-37963/25-0-0;23;2;2025-09-29;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-29
27421436;о внесении в Государственный адресный реестр сведений о здании;2025-09-29;05-07-38227/25-0-0;23;1;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27421453;об аннулировании адреса объекта адресации;2025-09-29;05-07-38180/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27423554;о присвоении адреса объекту адресации;2025-09-26;05-26-97808/25-0-1;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27423730;о внесении в Государственный адресный реестр сведений о здании;2025-09-29;05-07-38182/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27423830;о присвоении адреса объекту адресации;2025-09-29;05-26-38124/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27424487;о внесении в Государственный адресный реестр сведений о здании;2025-09-29;05-07-38230/25-0-0;23;2;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27425591;об аннулировании адреса объекта адресации;2025-09-26;05-07-37927/25-0-0;23;2;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27427233;о присвоении адреса объекту адресации;2025-09-29;05-07-38129/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27428793;об изменении кадастровых номеров объектов адресации;2025-09-30;05-07-38343/25-0-0;23;2;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27428884;об аннулировании адреса объекта адресации;2025-09-30;05-07-38288/25-0-0;23;2;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27428911;об аннулировании адреса объекта адресации;2025-09-24;05-07-37673/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-26
27428975;об аннулировании адреса объекта адресации и о присвоении нового адреса объекту адресации;2025-09-16;05-19-84702/25-0-1;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27431044;о присвоении адреса объекту адресации;2025-09-26;05-26-37974/25-0-0;23;2;2025-09-30;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-09-30
27431359;о присвоении адреса объекту адресации;2025-09-30;05-26-38300/25-0-0;23;2;2025-09-30;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-09-30
27433849;о присвоении адреса объекту адресации;2025-09-30;05-26-38348/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27433870;об аннулировании адреса объекта адресации и о присвоении нового адреса объекту адресации;2025-09-30;05-07-38364/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27434220;о присвоении адреса объекту адресации;2025-09-29;05-07-38067/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27434235;о присвоении адреса объекту адресации;2025-09-30;05-26-38272/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27436939;о присвоении адреса объекту адресации;2025-09-30;05-10-96431/25-0-1;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27436977;о присвоении адреса объекту адресации;2025-10-01;05-26-38466/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27437308;о присвоении адреса объекту адресации;2025-10-01;05-26-38465/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27437328;об аннулировании адреса объекта адресации;2025-09-30;05-07-38326/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27437496;о присвоении адреса объекту адресации;2025-10-01;05-26-38560/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27437557;об аннулировании адреса объекта адресации;2025-09-29;05-07-38080/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27437583;о присвоении адреса объекту адресации;2025-09-30;05-26-38411/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
27437839;о присвоении адреса объекту адресации;2025-09-30;05-07-38279/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27437840;о присвоении адреса;2025-10-01;05-26-38496/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27438110;об аннулировании адреса объекта адресации и о присвоении нового адреса объекту адресации;2025-09-30;05-07-38373/25-0-0;23;2;2025-10-01;КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА;2025-10-01
27438350;об аннулировании адреса объекта адресации;2025-09-30;05-07-38457/25-0-0;23;2;2025-10-01;"КОМИТЕТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ САНКТ-ПЕТЕРБУРГА ";2025-10-01
