ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
120452;100394;b051124e-87e2-461e-b632-be258a1e484b;278096;АОЗТ Плиевское;ул;8;1;0;52190116;2025-10-01;1900-01-01;2025-10-01;0;0
120813;100715;dfefe1bd-24bc-4bcf-9dd3-ee6b166b8279;278799;Ашнурина;ул;8;1;0;52190118;2025-10-01;1900-01-01;2025-10-01;0;0
122064;101774;ad75683b-5011-4b5e-8c5c-a0fbeab9bfcb;281259;Южная;ул;8;1;0;52190122;2025-10-01;1900-01-01;2025-10-01;0;0
122305;101981;e8c359df-07cf-4f56-9fa4-17eadb556fd0;281724;Санаторная;ул;8;1;0;52190125;2025-10-01;1900-01-01;2025-10-01;0;0
122995;102548;92b7d15c-6187-4241-9118-0989cccffb1e;283036;Альтиева;ул;8;1;0;52190128;2025-10-01;1900-01-01;2025-10-01;0;0
123508;102990;18081443-1ecf-4c52-a666-a80b7c25373e;283993;Ахмедова;ул;8;1;0;52190131;2025-10-01;1900-01-01;2025-10-01;0;0
124041;103421;7c59aca1-e2aa-4246-aa2d-47d8d5012822;284908;Речная;ул;8;1;0;52190133;2025-10-01;1900-01-01;2025-10-01;0;0
124044;103424;462263fe-5fe3-497f-969e-438ef22e2d2f;284913;Пугачева;ул;8;1;0;52190134;2025-10-01;1900-01-01;2025-10-01;0;0
125245;104356;b0e36c26-f578-4160-9f33-b14f9517db28;286591;Духургишт;с;6;1;0;52189573;2025-09-29;1900-01-01;2025-09-29;0;0
124758;103976;a5469a51-2f68-4868-b4f0-f7acb5f00e6a;285943;Ляжги;с/п;5;10;0;52189851;2025-09-30;2009-02-23;2025-09-30;0;0
124915;104069;ca8bf281-cb0a-4e8d-ba24-1cc029d6d538;286151;Гули;с/п;5;20;124875;52189853;2025-09-30;2009-02-24;2025-09-30;0;0
126003;104941;f2d83ab9-3a10-4312-8122-4366f0dd3d0d;287655;Кошк;с;6;1;0;52189698;2025-09-30;1900-01-01;2025-09-30;0;0
125018;104187;70a1b051-aa4e-4283-a4ab-877ff2120c40;286290;Ягодная;ул;8;1;0;52190139;2025-10-01;1900-01-01;2025-10-01;0;0
126825;105564;f79b1ed2-8980-4751-9915-723edca36a6e;288825;Тярш;с;6;1;0;52189700;2025-09-30;1900-01-01;2025-09-30;0;0
128481;106870;0f64d405-aa45-4fc3-95e3-3fa5fdcfd211;291063;Цхаралте;с;6;1;0;52189782;2025-09-30;1900-01-01;2025-09-30;0;0
127907;106422;c4cf0da9-c4a2-4c53-a4a3-2062b0f97a85;290316;Эрш;с;6;1;0;52189787;2025-09-30;1900-01-01;2025-09-30;0;0
52189705;105833;26c9fe65-dba2-4329-a646-c932f198106d;689730156;Гарк;с.;6;50;127162;;2025-09-30;2025-09-30;2079-06-06;1;1
125626;104652;a6f670c2-30c9-47f0-9cae-6940d702da05;287131;Хяни;с;6;1;0;52189778;2025-09-30;1900-01-01;2025-09-30;0;0
52189570;106814;c6e871b1-d752-4bf6-b47a-54b3056722cb;689699469;Бейни;с.;6;50;128403;;2025-09-29;2025-09-29;2079-06-06;1;1
52189572;106405;a3ee9b46-d72f-4803-98fc-796c15efa3fe;689699606;Говзт;с.;6;50;127888;;2025-09-29;2025-09-29;2079-06-06;1;1
127540;106126;385a1028-728e-4100-8f45-b9c9513d1917;289815;Кашети;с;6;1;0;52189574;2025-09-29;1900-01-01;2025-09-29;0;0
126508;105316;81e91014-1943-4072-836f-fb4e7b859068;288376;Хьастмаге;с;6;1;0;52189575;2025-09-29;1900-01-01;2025-09-29;0;0
125139;104279;8382aee9-96a0-4e9b-b67e-03d091b07b03;286447;Эбан;с;6;1;0;52189576;2025-09-29;1900-01-01;2025-09-29;0;0
52189629;104029;8e9ca9de-bb3e-40b3-bc9b-65ad3bd6e47c;689717887;Бейни;с/п;5;30;124833;0;2025-09-30;2025-09-30;2079-06-06;1;0
125537;104581;4e3652ab-03e0-4a1e-9209-06b982805131;287001;Бялган;с;6;1;0;52189695;2025-09-30;1900-01-01;2025-09-30;0;0
127763;106307;4aaa4815-92a5-41b3-bcf0-51d78b9c1484;290122;Керрах;с;6;1;0;52189696;2025-09-30;1900-01-01;2025-09-30;0;0
52189698;104941;f2d83ab9-3a10-4312-8122-4366f0dd3d0d;689729612;Кошк;с.;6;50;126003;;2025-09-30;2025-09-30;2079-06-06;1;1
52189699;104756;a0d2321f-f52b-44fb-bda8-ccdcbd25dfe4;689729726;Ольгети;с.;6;50;125754;;2025-09-30;2025-09-30;2079-06-06;1;1
128596;106959;f71b2f8e-1b3d-4452-be1f-14c4100b7735;291211;Хамишк;с;6;1;0;52189701;2025-09-30;1900-01-01;2025-09-30;0;0
126366;105213;5b8e80d1-6fe5-4625-b1ac-467ec0e8db52;288181;Шоани;с;6;1;0;52189702;2025-09-30;1900-01-01;2025-09-30;0;0
